-N 1000 -k 15 -maxk 50 -mu 0.3 -om 5 -on 100
P	R
99.86%	71.94%
----------------------------
Node	P	R
278	83.33%	100.00%
425	62.50%	100.00%
686	64.29%	100.00%
894	59.09%	100.00%
942	60.71%	100.00%
951	75.00%	100.00%
24	100.00%	100.00%
221	85.71%	100.00%
409	100.00%	100.00%
574	63.64%	100.00%
688	64.29%	100.00%
693	69.23%	100.00%
968	17.14%	100.00%
25	80.00%	100.00%
605	18.18%	100.00%
26	100.00%	100.00%
360	66.67%	100.00%
511	87.50%	100.00%
678	83.33%	100.00%
753	56.25%	100.00%
808	73.68%	100.00%
844	73.68%	100.00%
892	54.17%	100.00%
27	80.00%	100.00%
432	87.50%	100.00%
491	62.50%	100.00%
687	84.62%	100.00%
952	84.38%	100.00%
28	25.00%	100.00%
161	85.71%	100.00%
799	11.76%	100.00%
802	88.24%	100.00%
854	14.29%	100.00%
947	10.00%	100.00%
29	83.33%	100.00%
961	68.75%	100.00%
962	78.26%	100.00%
30	100.00%	100.00%
774	60.00%	100.00%
31	100.00%	100.00%
659	100.00%	100.00%
763	86.67%	100.00%
895	86.96%	100.00%
967	15.62%	100.00%
975	82.35%	100.00%
990	81.08%	100.00%
32	100.00%	100.00%
367	71.43%	100.00%
427	100.00%	100.00%
469	55.56%	100.00%
500	75.00%	100.00%
508	87.50%	100.00%
514	55.56%	100.00%
726	46.15%	100.00%
33	80.00%	100.00%
283	85.71%	100.00%
480	88.89%	100.00%
644	83.33%	100.00%
846	80.00%	100.00%
162	83.33%	100.00%
619	75.00%	100.00%
35	100.00%	100.00%
110	100.00%	100.00%
373	100.00%	100.00%
517	88.89%	100.00%
738	78.57%	100.00%
780	68.75%	100.00%
865	81.82%	100.00%
991	68.57%	100.00%
36	83.33%	100.00%
181	85.71%	100.00%
388	87.50%	100.00%
37	0.00%	0
536	80.00%	100.00%
620	90.91%	100.00%
829	72.22%	100.00%
887	77.27%	100.00%
998	59.46%	100.00%
38	80.00%	100.00%
107	83.33%	100.00%
538	88.89%	100.00%
794	76.47%	100.00%
891	66.67%	100.00%
940	55.56%	100.00%
39	16.67%	100.00%
335	83.33%	100.00%
337	85.71%	100.00%
412	25.00%	100.00%
542	55.56%	100.00%
912	87.50%	100.00%
40	83.33%	100.00%
486	66.67%	100.00%
949	76.67%	100.00%
41	20.00%	100.00%
872	90.00%	100.00%
900	78.26%	100.00%
932	76.92%	100.00%
944	17.24%	100.00%
42	60.00%	100.00%
139	80.00%	100.00%
309	0.00%	0
554	77.78%	100.00%
622	80.00%	100.00%
803	73.68%	100.00%
851	19.05%	100.00%
906	47.83%	100.00%
43	100.00%	100.00%
66	100.00%	100.00%
424	85.71%	100.00%
464	75.00%	100.00%
543	60.00%	100.00%
548	75.00%	100.00%
570	60.00%	100.00%
992	16.22%	100.00%
44	83.33%	100.00%
233	100.00%	100.00%
879	19.05%	100.00%
45	100.00%	100.00%
55	80.00%	100.00%
501	87.50%	100.00%
607	60.00%	100.00%
754	78.57%	100.00%
46	80.00%	100.00%
730	80.00%	100.00%
918	56.52%	100.00%
976	17.14%	100.00%
47	100.00%	100.00%
742	6.67%	100.00%
884	77.27%	100.00%
919	84.00%	100.00%
931	70.37%	100.00%
938	72.41%	100.00%
48	16.67%	100.00%
524	77.78%	100.00%
541	0.00%	0
765	62.50%	100.00%
49	83.33%	100.00%
72	100.00%	100.00%
112	80.00%	100.00%
128	83.33%	100.00%
235	85.71%	100.00%
389	87.50%	100.00%
740	78.57%	100.00%
904	83.33%	100.00%
50	83.33%	100.00%
392	87.50%	100.00%
733	85.71%	100.00%
51	83.33%	100.00%
556	80.00%	100.00%
797	82.35%	100.00%
934	85.19%	100.00%
984	84.85%	100.00%
52	83.33%	100.00%
185	100.00%	100.00%
187	83.33%	100.00%
291	83.33%	100.00%
602	81.82%	100.00%
821	72.22%	100.00%
958	62.50%	100.00%
53	75.00%	75.00%
103	83.33%	100.00%
179	75.00%	100.00%
332	100.00%	100.00%
365	60.00%	100.00%
378	42.86%	100.00%
964	12.90%	100.00%
54	100.00%	100.00%
825	73.68%	100.00%
907	78.26%	100.00%
64	83.33%	100.00%
874	81.82%	100.00%
999	63.16%	100.00%
56	100.00%	100.00%
237	85.71%	100.00%
290	100.00%	100.00%
355	85.71%	100.00%
438	87.50%	100.00%
445	100.00%	100.00%
883	86.36%	100.00%
57	80.00%	100.00%
137	83.33%	100.00%
160	83.33%	100.00%
210	83.33%	100.00%
295	71.43%	100.00%
653	91.67%	100.00%
712	0.00%	0
58	83.33%	100.00%
153	83.33%	100.00%
252	85.71%	100.00%
711	21.43%	100.00%
772	73.33%	100.00%
59	80.00%	100.00%
533	90.00%	100.00%
985	20.00%	100.00%
60	100.00%	100.00%
881	90.00%	100.00%
61	100.00%	100.00%
188	83.33%	100.00%
512	87.50%	100.00%
785	72.22%	100.00%
948	70.00%	100.00%
953	80.00%	100.00%
62	100.00%	100.00%
154	80.00%	100.00%
739	73.33%	100.00%
807	87.50%	100.00%
901	66.67%	100.00%
63	100.00%	100.00%
482	100.00%	100.00%
572	0.00%	0
902	70.83%	100.00%
244	0.00%	0
569	88.89%	100.00%
586	70.00%	100.00%
966	66.67%	100.00%
977	64.71%	100.00%
65	80.00%	100.00%
414	71.43%	100.00%
420	50.00%	100.00%
478	88.89%	100.00%
503	75.00%	100.00%
859	85.71%	100.00%
249	100.00%	100.00%
285	83.33%	100.00%
322	85.71%	100.00%
338	85.71%	100.00%
357	85.71%	100.00%
67	83.33%	100.00%
242	83.33%	100.00%
507	88.89%	100.00%
810	88.89%	100.00%
68	80.00%	100.00%
106	80.00%	100.00%
411	87.50%	100.00%
827	88.24%	100.00%
868	90.48%	100.00%
69	100.00%	100.00%
670	83.33%	100.00%
727	73.33%	100.00%
778	86.67%	100.00%
812	66.67%	100.00%
847	60.00%	100.00%
70	80.00%	100.00%
630	90.00%	100.00%
980	68.57%	100.00%
71	83.33%	100.00%
129	83.33%	100.00%
490	87.50%	100.00%
223	100.00%	100.00%
73	0.00%	0
253	83.33%	100.00%
460	62.50%	100.00%
960	81.25%	100.00%
74	83.33%	100.00%
715	84.62%	100.00%
721	71.43%	100.00%
751	68.75%	100.00%
75	83.33%	100.00%
560	100.00%	100.00%
587	90.00%	100.00%
982	87.88%	100.00%
76	100.00%	100.00%
313	33.33%	100.00%
766	93.75%	100.00%
988	80.00%	100.00%
77	100.00%	100.00%
746	18.75%	100.00%
789	88.24%	100.00%
839	72.22%	100.00%
78	16.67%	100.00%
431	62.50%	100.00%
672	46.15%	100.00%
903	79.17%	100.00%
917	79.17%	100.00%
79	80.00%	100.00%
217	83.33%	100.00%
400	33.33%	100.00%
616	70.00%	100.00%
231	83.33%	100.00%
276	83.33%	100.00%
81	83.33%	100.00%
767	76.47%	100.00%
82	80.00%	100.00%
299	100.00%	100.00%
463	66.67%	100.00%
657	50.00%	100.00%
83	83.33%	100.00%
311	85.71%	100.00%
428	100.00%	100.00%
668	84.62%	100.00%
84	50.00%	100.00%
481	50.00%	100.00%
521	77.78%	100.00%
684	76.92%	100.00%
860	19.05%	100.00%
959	15.15%	100.00%
85	80.00%	100.00%
156	83.33%	100.00%
458	75.00%	100.00%
484	44.44%	100.00%
499	75.00%	100.00%
994	18.42%	100.00%
86	100.00%	100.00%
145	100.00%	100.00%
699	84.62%	100.00%
791	93.75%	100.00%
913	80.00%	100.00%
922	80.77%	100.00%
87	100.00%	100.00%
122	0.00%	0
813	68.42%	100.00%
88	100.00%	100.00%
132	75.00%	100.00%
475	100.00%	100.00%
625	90.00%	100.00%
750	84.62%	100.00%
752	78.57%	100.00%
89	75.00%	100.00%
526	88.89%	100.00%
90	0.00%	0.00%
200	66.67%	80.00%
361	14.29%	100.00%
793	58.82%	90.91%
882	77.27%	100.00%
908	82.61%	100.00%
91	100.00%	100.00%
664	92.31%	100.00%
725	92.31%	100.00%
749	92.86%	100.00%
92	100.00%	100.00%
93	100.00%	100.00%
133	66.67%	100.00%
218	100.00%	100.00%
720	78.57%	100.00%
94	80.00%	100.00%
522	80.00%	100.00%
667	84.62%	100.00%
909	80.00%	100.00%
786	68.75%	100.00%
96	100.00%	100.00%
163	83.33%	100.00%
97	60.00%	100.00%
315	57.14%	100.00%
316	66.67%	100.00%
598	90.00%	100.00%
943	81.48%	100.00%
98	100.00%	100.00%
241	80.00%	100.00%
306	100.00%	100.00%
384	50.00%	100.00%
441	80.00%	100.00%
759	93.33%	100.00%
99	80.00%	100.00%
492	87.50%	100.00%
848	15.00%	100.00%
915	87.50%	100.00%
955	88.00%	100.00%
972	17.65%	100.00%
978	63.64%	100.00%
100	50.00%	100.00%
101	0.00%	0
277	100.00%	100.00%
640	100.00%	100.00%
946	66.67%	100.00%
871	81.82%	100.00%
567	90.00%	100.00%
856	72.73%	100.00%
104	80.00%	100.00%
818	94.12%	100.00%
826	94.12%	100.00%
105	80.00%	100.00%
666	69.23%	100.00%
866	20.00%	100.00%
669	91.67%	100.00%
108	100.00%	100.00%
768	87.50%	100.00%
782	87.50%	100.00%
109	100.00%	100.00%
647	90.91%	100.00%
843	85.00%	100.00%
929	80.77%	100.00%
257	66.67%	100.00%
111	100.00%	100.00%
729	66.67%	100.00%
758	78.57%	100.00%
762	78.57%	100.00%
833	73.33%	100.00%
890	70.59%	100.00%
770	93.75%	100.00%
113	80.00%	100.00%
734	92.86%	100.00%
925	80.77%	100.00%
954	75.00%	100.00%
114	100.00%	100.00%
600	100.00%	100.00%
804	76.47%	100.00%
853	85.00%	100.00%
115	83.33%	100.00%
926	88.00%	100.00%
116	100.00%	100.00%
117	100.00%	100.00%
443	87.50%	100.00%
747	100.00%	100.00%
118	80.00%	100.00%
771	76.92%	100.00%
835	78.95%	100.00%
937	71.43%	100.00%
969	69.70%	100.00%
119	100.00%	100.00%
120	100.00%	100.00%
636	81.82%	100.00%
121	60.00%	100.00%
375	100.00%	100.00%
862	80.95%	100.00%
986	19.44%	100.00%
343	83.33%	100.00%
849	94.74%	100.00%
123	83.33%	100.00%
599	81.82%	100.00%
950	80.00%	100.00%
124	83.33%	100.00%
606	90.00%	100.00%
665	91.67%	100.00%
914	62.50%	100.00%
125	100.00%	100.00%
905	91.67%	100.00%
126	20.00%	100.00%
269	83.33%	100.00%
627	100.00%	100.00%
127	83.33%	100.00%
861	19.05%	100.00%
130	80.00%	100.00%
452	62.50%	100.00%
131	100.00%	100.00%
426	87.50%	100.00%
724	92.31%	100.00%
394	87.50%	100.00%
419	75.00%	100.00%
273	100.00%	100.00%
609	18.18%	100.00%
811	17.65%	100.00%
134	66.67%	100.00%
820	88.24%	100.00%
834	88.24%	100.00%
935	75.00%	100.00%
135	60.00%	100.00%
229	28.57%	100.00%
136	100.00%	100.00%
504	77.78%	100.00%
745	64.29%	100.00%
779	60.00%	100.00%
138	100.00%	100.00%
603	90.00%	100.00%
728	85.71%	100.00%
731	80.00%	100.00%
877	86.36%	100.00%
593	66.67%	100.00%
140	80.00%	100.00%
191	0.00%	0.00%
268	0.00%	0
679	83.33%	100.00%
141	80.00%	100.00%
483	77.78%	100.00%
675	0.00%	0.00%
761	86.67%	100.00%
142	83.33%	100.00%
143	100.00%	100.00%
144	80.00%	100.00%
366	85.71%	100.00%
611	63.64%	100.00%
706	53.85%	100.00%
509	77.78%	100.00%
146	83.33%	100.00%
695	85.71%	100.00%
732	78.57%	100.00%
147	100.00%	100.00%
342	85.71%	100.00%
148	83.33%	100.00%
149	83.33%	100.00%
214	100.00%	100.00%
150	100.00%	100.00%
183	83.33%	100.00%
413	87.50%	100.00%
604	81.82%	100.00%
608	81.82%	100.00%
151	100.00%	100.00%
633	100.00%	100.00%
741	92.86%	100.00%
152	100.00%	100.00%
261	100.00%	100.00%
479	66.67%	100.00%
155	83.33%	100.00%
435	100.00%	100.00%
502	88.89%	100.00%
303	71.43%	100.00%
157	100.00%	100.00%
544	87.50%	100.00%
643	72.73%	100.00%
722	85.71%	100.00%
788	82.35%	100.00%
158	100.00%	100.00%
307	100.00%	100.00%
321	100.00%	100.00%
823	88.24%	100.00%
159	0.00%	0
248	100.00%	100.00%
814	100.00%	100.00%
970	69.70%	100.00%
399	100.00%	100.00%
760	76.47%	100.00%
822	0.00%	0
164	83.33%	100.00%
555	77.78%	100.00%
165	0.00%	0.00%
471	100.00%	100.00%
700	84.62%	100.00%
996	17.14%	100.00%
167	71.43%	100.00%
662	83.33%	100.00%
168	83.33%	100.00%
169	100.00%	100.00%
557	90.00%	100.00%
563	100.00%	100.00%
170	66.67%	100.00%
510	77.78%	100.00%
581	80.00%	100.00%
171	100.00%	100.00%
781	86.67%	100.00%
172	0.00%	0
660	91.67%	100.00%
921	70.83%	100.00%
173	85.71%	100.00%
628	83.33%	100.00%
691	84.62%	100.00%
798	68.75%	100.00%
304	83.33%	100.00%
175	100.00%	100.00%
176	85.71%	100.00%
697	84.62%	100.00%
177	83.33%	100.00%
178	100.00%	100.00%
275	66.67%	100.00%
180	0.00%	0
386	87.50%	100.00%
505	87.50%	100.00%
519	77.78%	100.00%
182	66.67%	100.00%
559	90.00%	100.00%
579	20.00%	100.00%
713	50.00%	100.00%
974	18.18%	100.00%
272	100.00%	100.00%
325	85.71%	100.00%
487	88.89%	100.00%
184	66.67%	100.00%
206	60.00%	100.00%
368	42.86%	100.00%
288	85.71%	100.00%
836	84.62%	100.00%
186	100.00%	100.00%
756	0.00%	0
287	85.71%	100.00%
702	91.67%	100.00%
787	75.00%	100.00%
189	83.33%	100.00%
190	83.33%	100.00%
192	57.14%	100.00%
387	75.00%	100.00%
621	50.00%	100.00%
790	50.00%	100.00%
193	71.43%	100.00%
755	78.57%	100.00%
801	76.47%	100.00%
194	100.00%	100.00%
614	90.91%	100.00%
719	83.33%	100.00%
195	83.33%	100.00%
196	85.71%	100.00%
267	66.67%	100.00%
336	85.71%	100.00%
359	71.43%	100.00%
523	90.00%	100.00%
197	83.33%	100.00%
561	100.00%	100.00%
198	71.43%	100.00%
296	85.71%	100.00%
353	33.33%	100.00%
199	100.00%	100.00%
404	100.00%	100.00%
709	78.57%	100.00%
867	90.48%	100.00%
718	84.62%	100.00%
201	71.43%	100.00%
202	16.67%	100.00%
203	85.71%	100.00%
204	83.33%	100.00%
333	85.71%	100.00%
205	100.00%	100.00%
433	62.50%	100.00%
615	90.00%	100.00%
708	81.82%	100.00%
714	73.33%	100.00%
207	83.33%	100.00%
208	100.00%	100.00%
326	100.00%	100.00%
209	83.33%	100.00%
211	83.33%	100.00%
575	81.82%	100.00%
651	100.00%	100.00%
212	83.33%	100.00%
795	100.00%	100.00%
213	83.33%	100.00%
238	83.33%	100.00%
406	87.50%	100.00%
418	100.00%	100.00%
477	100.00%	100.00%
680	91.67%	100.00%
215	100.00%	100.00%
376	87.50%	100.00%
216	83.33%	100.00%
293	100.00%	100.00%
863	19.05%	100.00%
219	100.00%	100.00%
527	100.00%	100.00%
220	83.33%	100.00%
356	83.33%	100.00%
422	62.50%	100.00%
294	85.71%	100.00%
222	80.00%	100.00%
358	85.71%	100.00%
576	70.00%	100.00%
673	91.67%	100.00%
224	100.00%	100.00%
225	66.67%	100.00%
226	100.00%	100.00%
297	85.71%	100.00%
566	70.00%	100.00%
227	83.33%	100.00%
246	100.00%	100.00%
228	80.00%	100.00%
408	71.43%	100.00%
534	55.56%	100.00%
549	71.43%	100.00%
568	50.00%	100.00%
405	87.50%	100.00%
516	66.67%	100.00%
448	75.00%	100.00%
809	92.86%	100.00%
234	85.71%	100.00%
800	94.12%	100.00%
236	83.33%	100.00%
646	80.00%	100.00%
596	90.00%	100.00%
239	66.67%	100.00%
927	16.67%	80.00%
591	81.82%	100.00%
830	94.12%	100.00%
243	85.71%	100.00%
815	88.89%	100.00%
845	85.00%	100.00%
245	66.67%	100.00%
247	85.71%	100.00%
562	90.00%	100.00%
329	83.33%	100.00%
266	28.57%	100.00%
250	100.00%	100.00%
251	66.67%	100.00%
652	81.82%	100.00%
254	100.00%	100.00%
255	83.33%	100.00%
256	100.00%	100.00%
320	100.00%	100.00%
258	83.33%	100.00%
735	92.86%	100.00%
259	83.33%	100.00%
496	77.78%	100.00%
468	87.50%	100.00%
564	70.00%	100.00%
852	83.33%	100.00%
262	100.00%	100.00%
377	71.43%	100.00%
784	87.50%	100.00%
263	83.33%	100.00%
344	0.00%	0
838	100.00%	100.00%
265	83.33%	100.00%
383	85.71%	100.00%
270	0.00%	0
470	88.89%	100.00%
271	100.00%	100.00%
819	94.12%	100.00%
282	20.00%	100.00%
529	88.89%	100.00%
274	83.33%	100.00%
279	0.00%	0
280	100.00%	100.00%
281	83.33%	100.00%
284	71.43%	100.00%
369	100.00%	100.00%
520	22.22%	100.00%
286	0.00%	0
723	76.92%	100.00%
371	66.67%	100.00%
385	75.00%	100.00%
289	14.29%	100.00%
535	66.67%	100.00%
540	12.50%	100.00%
430	75.00%	100.00%
642	100.00%	100.00%
292	87.50%	100.00%
379	85.71%	100.00%
744	76.92%	100.00%
530	100.00%	100.00%
298	33.33%	100.00%
580	18.18%	100.00%
705	92.86%	100.00%
824	94.12%	100.00%
876	90.48%	100.00%
300	0.00%	0
301	0.00%	0
302	100.00%	100.00%
403	0.00%	0
305	83.33%	100.00%
476	77.78%	100.00%
639	0.00%	0
334	85.71%	100.00%
589	80.00%	88.89%
308	100.00%	100.00%
310	28.57%	100.00%
393	85.71%	100.00%
485	88.89%	100.00%
550	100.00%	100.00%
312	85.71%	100.00%
656	90.91%	100.00%
318	71.43%	100.00%
314	0.00%	0
528	90.00%	100.00%
317	100.00%	100.00%
677	76.92%	100.00%
624	81.82%	100.00%
319	85.71%	100.00%
331	83.33%	100.00%
451	85.71%	100.00%
323	85.71%	100.00%
324	100.00%	100.00%
565	90.00%	100.00%
423	87.50%	100.00%
327	100.00%	100.00%
513	100.00%	100.00%
328	85.71%	100.00%
429	85.71%	100.00%
330	71.43%	100.00%
635	91.67%	100.00%
637	77.78%	100.00%
339	87.50%	100.00%
340	85.71%	100.00%
341	100.00%	100.00%
455	100.00%	100.00%
346	71.43%	100.00%
401	75.00%	100.00%
347	100.00%	100.00%
348	12.50%	100.00%
349	0.00%	0
350	100.00%	100.00%
698	72.73%	100.00%
351	0.00%	0
354	100.00%	100.00%
676	21.43%	100.00%
683	100.00%	100.00%
415	75.00%	100.00%
362	71.43%	100.00%
363	85.71%	100.00%
449	75.00%	100.00%
796	88.24%	100.00%
370	57.14%	100.00%
537	100.00%	100.00%
372	28.57%	100.00%
416	0.00%	0.00%
374	85.71%	100.00%
453	100.00%	100.00%
380	87.50%	100.00%
626	90.91%	100.00%
382	100.00%	100.00%
595	88.89%	100.00%
467	87.50%	100.00%
391	100.00%	100.00%
466	87.50%	100.00%
597	100.00%	100.00%
395	100.00%	100.00%
396	0.00%	0
817	84.62%	100.00%
654	0.00%	0
583	90.91%	100.00%
694	92.31%	100.00%
407	100.00%	100.00%
776	75.00%	100.00%
410	87.50%	100.00%
573	88.89%	100.00%
421	87.50%	100.00%
842	86.67%	100.00%
704	85.71%	100.00%
440	75.00%	100.00%
518	90.00%	100.00%
434	25.00%	100.00%
436	75.00%	100.00%
539	0.00%	0
437	87.50%	100.00%
489	87.50%	100.00%
546	77.78%	100.00%
446	100.00%	100.00%
447	12.50%	100.00%
631	90.91%	100.00%
497	75.00%	100.00%
612	66.67%	100.00%
456	75.00%	100.00%
459	77.78%	100.00%
648	90.91%	100.00%
462	87.50%	100.00%
465	87.50%	100.00%
682	81.82%	100.00%
473	88.89%	100.00%
474	100.00%	100.00%
610	81.82%	100.00%
494	100.00%	100.00%
495	0.00%	0
506	100.00%	100.00%
681	91.67%	100.00%
875	88.24%	100.00%
805	16.67%	100.00%
525	90.00%	100.00%
661	91.67%	100.00%
552	22.22%	100.00%
674	91.67%	100.00%
547	77.78%	100.00%
594	70.00%	100.00%
558	90.00%	100.00%
748	91.67%	100.00%
655	90.91%	100.00%
571	87.50%	100.00%
577	90.00%	100.00%
737	92.31%	100.00%
592	88.89%	100.00%
689	80.00%	100.00%
601	90.91%	100.00%
618	90.91%	100.00%
757	83.33%	100.00%
690	0.00%	0
617	90.91%	100.00%
