-N 1000 -k 15 -maxk 50 -mu 0.3 -om 5 -on 300
P:98.59%	R:43.48%
----------------------------
Node	P	R
960	32.14%	90.00%
1000	48.57%	100.00%
13	50.00%	100.00%
352	71.43%	100.00%
530	60.00%	100.00%
791	41.18%	100.00%
796	23.53%	100.00%
906	27.27%	100.00%
935	65.22%	100.00%
993	16.22%	100.00%
14	100.00%	100.00%
469	75.00%	100.00%
702	61.54%	100.00%
799	68.75%	100.00%
837	52.63%	90.91%
945	59.09%	100.00%
972	46.67%	100.00%
977	40.00%	100.00%
15	83.33%	100.00%
158	71.43%	100.00%
495	62.50%	100.00%
501	75.00%	100.00%
537	25.00%	66.67%
685	25.00%	100.00%
903	39.13%	100.00%
16	50.00%	100.00%
520	20.00%	100.00%
648	45.45%	100.00%
780	43.75%	100.00%
865	15.79%	100.00%
949	73.68%	100.00%
998	39.39%	100.00%
17	80.00%	100.00%
151	60.00%	100.00%
362	42.86%	100.00%
546	11.11%	100.00%
654	50.00%	100.00%
978	16.13%	100.00%
994	25.71%	100.00%
18	80.00%	100.00%
314	85.71%	100.00%
411	100.00%	100.00%
683	69.23%	100.00%
693	75.00%	100.00%
770	57.14%	100.00%
845	17.65%	100.00%
19	0.00%	0.00%
216	16.67%	100.00%
389	85.71%	100.00%
692	50.00%	100.00%
904	47.83%	100.00%
925	40.00%	100.00%
980	44.00%	100.00%
20	16.67%	100.00%
292	42.86%	100.00%
596	70.00%	100.00%
682	16.67%	100.00%
708	30.77%	100.00%
910	58.33%	100.00%
933	40.00%	100.00%
985	43.75%	100.00%
21	33.33%	100.00%
144	40.00%	100.00%
420	14.29%	50.00%
447	11.11%	50.00%
473	55.56%	100.00%
650	27.27%	100.00%
920	23.81%	100.00%
989	22.86%	100.00%
22	20.00%	100.00%
202	0.00%	0
215	14.29%	100.00%
257	66.67%	100.00%
376	14.29%	100.00%
490	12.50%	50.00%
23	0.00%	0
48	50.00%	100.00%
380	42.86%	100.00%
626	54.55%	100.00%
733	28.57%	100.00%
24	83.33%	100.00%
329	71.43%	100.00%
839	42.11%	100.00%
914	17.39%	100.00%
950	18.52%	100.00%
25	0.00%	0
249	16.67%	50.00%
291	66.67%	100.00%
349	16.67%	100.00%
363	16.67%	100.00%
523	60.00%	100.00%
765	15.38%	100.00%
909	45.83%	100.00%
26	80.00%	100.00%
260	50.00%	100.00%
424	28.57%	100.00%
902	77.78%	100.00%
965	57.14%	100.00%
27	80.00%	100.00%
297	100.00%	100.00%
453	12.50%	100.00%
472	55.56%	100.00%
808	18.75%	100.00%
28	80.00%	100.00%
167	80.00%	100.00%
203	83.33%	100.00%
233	57.14%	100.00%
312	50.00%	100.00%
983	16.67%	100.00%
29	16.67%	100.00%
83	50.00%	100.00%
351	28.57%	100.00%
749	46.15%	100.00%
852	55.00%	100.00%
958	39.29%	100.00%
990	38.89%	100.00%
30	0.00%	0
153	100.00%	100.00%
214	33.33%	100.00%
483	33.33%	100.00%
569	30.00%	100.00%
705	53.85%	100.00%
31	20.00%	50.00%
273	14.29%	100.00%
356	14.29%	100.00%
769	28.57%	100.00%
883	18.18%	100.00%
954	15.38%	100.00%
32	20.00%	100.00%
210	100.00%	100.00%
506	37.50%	100.00%
639	66.67%	100.00%
824	17.65%	100.00%
938	12.00%	100.00%
33	20.00%	100.00%
279	57.14%	100.00%
427	85.71%	100.00%
608	63.64%	100.00%
955	18.52%	83.33%
34	40.00%	100.00%
128	40.00%	100.00%
409	25.00%	100.00%
866	15.79%	75.00%
884	36.36%	100.00%
913	17.39%	100.00%
944	32.00%	88.89%
976	20.00%	85.71%
35	40.00%	100.00%
148	60.00%	100.00%
509	28.57%	100.00%
615	11.11%	50.00%
713	15.38%	100.00%
735	90.00%	100.00%
961	17.86%	100.00%
36	100.00%	100.00%
311	42.86%	100.00%
679	72.73%	100.00%
767	72.73%	100.00%
789	50.00%	100.00%
963	38.46%	100.00%
971	35.48%	100.00%
37	28.57%	100.00%
145	40.00%	100.00%
565	33.33%	100.00%
747	26.67%	100.00%
911	29.17%	100.00%
948	25.93%	100.00%
38	40.00%	100.00%
316	28.57%	100.00%
343	42.86%	100.00%
794	17.65%	100.00%
996	41.03%	100.00%
39	60.00%	100.00%
771	21.43%	75.00%
40	20.00%	100.00%
350	57.14%	100.00%
535	77.78%	100.00%
691	61.54%	88.89%
722	46.15%	100.00%
819	5.88%	100.00%
901	69.57%	100.00%
41	83.33%	100.00%
154	20.00%	100.00%
496	75.00%	100.00%
526	70.00%	100.00%
581	70.00%	100.00%
657	63.64%	100.00%
673	58.33%	100.00%
42	40.00%	100.00%
122	80.00%	100.00%
295	57.14%	100.00%
435	85.71%	100.00%
533	66.67%	100.00%
746	60.00%	100.00%
43	40.00%	100.00%
406	42.86%	100.00%
629	70.00%	100.00%
632	54.55%	100.00%
784	25.00%	100.00%
851	75.00%	100.00%
897	14.29%	100.00%
44	80.00%	100.00%
46	80.00%	100.00%
448	55.56%	100.00%
833	76.47%	100.00%
871	65.00%	100.00%
875	70.00%	100.00%
917	34.78%	100.00%
45	60.00%	100.00%
600	10.00%	100.00%
773	62.50%	100.00%
774	13.33%	66.67%
370	83.33%	100.00%
997	18.92%	100.00%
47	40.00%	100.00%
744	42.86%	100.00%
831	17.65%	100.00%
840	92.86%	100.00%
995	18.42%	100.00%
169	66.67%	100.00%
377	16.67%	50.00%
543	77.78%	100.00%
868	47.37%	100.00%
973	37.50%	100.00%
49	40.00%	100.00%
701	16.67%	100.00%
923	36.00%	90.00%
50	20.00%	100.00%
91	75.00%	100.00%
390	25.00%	100.00%
480	25.00%	100.00%
594	9.09%	100.00%
51	80.00%	100.00%
224	100.00%	100.00%
712	64.29%	100.00%
870	20.00%	100.00%
966	17.86%	100.00%
52	80.00%	80.00%
177	57.14%	100.00%
298	57.14%	100.00%
361	14.29%	100.00%
388	50.00%	100.00%
444	50.00%	100.00%
491	0.00%	0
739	61.54%	100.00%
53	16.67%	100.00%
493	25.00%	100.00%
929	50.00%	100.00%
934	50.00%	92.31%
788	29.41%	83.33%
55	16.67%	100.00%
401	87.50%	100.00%
436	0.00%	0.00%
802	29.41%	100.00%
927	40.00%	100.00%
931	45.83%	100.00%
56	20.00%	100.00%
450	75.00%	100.00%
614	10.00%	100.00%
834	66.67%	100.00%
991	18.75%	100.00%
57	100.00%	100.00%
95	80.00%	100.00%
514	60.00%	100.00%
58	80.00%	100.00%
276	25.00%	100.00%
511	11.11%	100.00%
576	50.00%	100.00%
741	61.54%	100.00%
59	100.00%	100.00%
274	100.00%	100.00%
408	85.71%	100.00%
532	90.00%	100.00%
728	75.00%	100.00%
748	42.86%	100.00%
830	33.33%	100.00%
918	57.89%	100.00%
60	20.00%	50.00%
123	20.00%	100.00%
585	20.00%	66.67%
635	9.09%	100.00%
651	9.09%	50.00%
704	0.00%	0.00%
912	29.17%	100.00%
999	33.33%	100.00%
61	83.33%	100.00%
99	20.00%	100.00%
449	77.78%	100.00%
882	65.00%	100.00%
930	66.67%	100.00%
982	48.48%	100.00%
62	50.00%	100.00%
117	40.00%	100.00%
580	18.18%	100.00%
689	15.38%	100.00%
880	28.57%	85.71%
922	13.04%	100.00%
63	16.67%	100.00%
412	50.00%	100.00%
832	33.33%	100.00%
943	37.04%	100.00%
64	80.00%	100.00%
512	80.00%	100.00%
588	44.44%	100.00%
625	40.00%	100.00%
731	33.33%	100.00%
783	40.00%	100.00%
65	100.00%	100.00%
552	25.00%	100.00%
941	85.00%	100.00%
975	73.91%	100.00%
984	56.67%	100.00%
988	48.57%	100.00%
66	100.00%	100.00%
366	66.67%	100.00%
459	44.44%	100.00%
647	63.64%	100.00%
827	56.25%	100.00%
67	33.33%	100.00%
259	100.00%	100.00%
987	43.75%	100.00%
68	33.33%	100.00%
332	66.67%	100.00%
677	38.46%	100.00%
986	21.21%	100.00%
69	50.00%	100.00%
481	25.00%	100.00%
599	33.33%	100.00%
70	83.33%	100.00%
661	18.18%	100.00%
699	60.00%	100.00%
762	58.33%	100.00%
881	36.84%	100.00%
84	0.00%	0
127	40.00%	100.00%
152	40.00%	100.00%
72	0.00%	0
542	55.56%	100.00%
612	36.36%	100.00%
710	33.33%	100.00%
928	69.57%	100.00%
73	80.00%	100.00%
711	53.85%	100.00%
74	50.00%	100.00%
563	50.00%	100.00%
584	40.00%	100.00%
664	83.33%	100.00%
812	18.75%	100.00%
75	60.00%	100.00%
324	50.00%	100.00%
777	50.00%	100.00%
848	20.00%	100.00%
891	18.18%	100.00%
76	20.00%	100.00%
80	100.00%	100.00%
755	20.00%	100.00%
888	19.05%	100.00%
77	66.67%	100.00%
220	83.33%	100.00%
463	55.56%	100.00%
757	73.33%	100.00%
887	46.67%	100.00%
900	50.00%	100.00%
78	33.33%	100.00%
190	14.29%	100.00%
386	37.50%	100.00%
586	20.00%	100.00%
709	61.54%	100.00%
890	31.82%	100.00%
79	100.00%	100.00%
265	83.33%	100.00%
429	42.86%	100.00%
458	71.43%	100.00%
841	16.67%	100.00%
873	75.00%	100.00%
885	80.00%	100.00%
964	60.00%	100.00%
81	16.67%	100.00%
109	33.33%	100.00%
184	83.33%	100.00%
234	66.67%	100.00%
428	0.00%	0
628	70.00%	100.00%
696	46.15%	100.00%
82	66.67%	100.00%
373	71.43%	100.00%
686	90.00%	100.00%
736	61.54%	100.00%
176	33.33%	100.00%
398	25.00%	100.00%
836	85.71%	100.00%
438	37.50%	100.00%
820	33.33%	100.00%
822	61.11%	100.00%
85	100.00%	100.00%
668	46.15%	100.00%
697	78.57%	100.00%
738	85.71%	100.00%
86	20.00%	100.00%
372	83.33%	100.00%
87	0.00%	0.00%
534	55.56%	100.00%
694	72.73%	100.00%
88	16.67%	100.00%
853	45.00%	100.00%
862	20.00%	100.00%
878	23.81%	100.00%
89	60.00%	100.00%
185	75.00%	100.00%
231	66.67%	100.00%
457	25.00%	100.00%
554	40.00%	100.00%
90	16.67%	100.00%
119	40.00%	100.00%
402	37.50%	100.00%
577	30.00%	100.00%
157	60.00%	100.00%
309	42.86%	100.00%
864	15.00%	75.00%
92	100.00%	100.00%
172	100.00%	100.00%
548	55.56%	100.00%
93	50.00%	100.00%
487	33.33%	100.00%
798	18.75%	100.00%
94	33.33%	100.00%
105	40.00%	100.00%
317	100.00%	100.00%
544	77.78%	100.00%
804	50.00%	100.00%
859	15.79%	100.00%
926	20.83%	100.00%
96	100.00%	100.00%
301	71.43%	100.00%
536	75.00%	100.00%
716	46.15%	100.00%
863	57.89%	100.00%
907	39.13%	100.00%
97	16.67%	100.00%
319	71.43%	100.00%
797	17.65%	100.00%
946	46.15%	100.00%
221	66.67%	100.00%
121	33.33%	50.00%
252	50.00%	100.00%
527	88.89%	100.00%
717	38.46%	100.00%
734	46.67%	100.00%
905	17.39%	100.00%
100	40.00%	100.00%
646	8.33%	100.00%
942	24.00%	85.71%
101	66.67%	100.00%
886	20.00%	80.00%
102	0.00%	0
452	50.00%	100.00%
816	23.53%	100.00%
855	15.00%	100.00%
103	40.00%	100.00%
189	33.33%	100.00%
652	36.36%	100.00%
720	14.29%	100.00%
772	25.00%	100.00%
104	66.67%	80.00%
131	20.00%	100.00%
826	16.67%	100.00%
583	60.00%	100.00%
367	85.71%	100.00%
456	22.22%	100.00%
107	80.00%	100.00%
212	80.00%	100.00%
403	62.50%	100.00%
510	44.44%	100.00%
597	50.00%	100.00%
108	60.00%	100.00%
454	62.50%	100.00%
894	18.18%	100.00%
924	40.00%	100.00%
970	37.93%	84.62%
500	50.00%	100.00%
540	55.56%	100.00%
551	25.00%	100.00%
818	50.00%	100.00%
110	0.00%	0
369	14.29%	100.00%
407	37.50%	100.00%
714	71.43%	100.00%
858	50.00%	100.00%
111	50.00%	100.00%
139	40.00%	100.00%
385	50.00%	100.00%
680	41.67%	100.00%
856	87.50%	100.00%
790	25.00%	100.00%
113	83.33%	100.00%
114	0.00%	0
707	69.23%	100.00%
800	37.50%	100.00%
810	11.76%	66.67%
115	60.00%	100.00%
644	58.33%	100.00%
681	23.08%	100.00%
753	20.00%	100.00%
116	75.00%	100.00%
813	47.06%	100.00%
275	85.71%	100.00%
118	80.00%	100.00%
205	85.71%	100.00%
566	100.00%	100.00%
155	60.00%	100.00%
379	28.57%	100.00%
921	20.00%	100.00%
120	60.00%	100.00%
422	42.86%	100.00%
854	47.37%	100.00%
391	50.00%	100.00%
667	27.27%	100.00%
186	50.00%	100.00%
192	66.67%	100.00%
149	40.00%	100.00%
225	85.71%	100.00%
353	33.33%	100.00%
688	16.67%	100.00%
732	76.92%	100.00%
124	0.00%	0.00%
817	81.82%	100.00%
847	11.76%	100.00%
125	0.00%	0
126	83.33%	100.00%
425	25.00%	100.00%
129	20.00%	100.00%
130	80.00%	100.00%
445	22.22%	100.00%
451	62.50%	100.00%
607	60.00%	100.00%
737	38.46%	100.00%
634	72.73%	100.00%
879	42.86%	100.00%
132	80.00%	100.00%
334	83.33%	100.00%
474	100.00%	100.00%
618	71.43%	100.00%
637	45.45%	100.00%
133	60.00%	100.00%
304	28.57%	100.00%
623	36.36%	100.00%
671	8.33%	100.00%
134	20.00%	100.00%
591	20.00%	100.00%
135	80.00%	100.00%
307	75.00%	100.00%
465	55.56%	100.00%
932	20.00%	100.00%
136	0.00%	0.00%
418	14.29%	50.00%
137	100.00%	100.00%
245	33.33%	100.00%
684	61.54%	100.00%
792	56.25%	100.00%
138	20.00%	100.00%
455	37.50%	100.00%
811	83.33%	100.00%
443	37.50%	100.00%
807	12.50%	100.00%
140	20.00%	100.00%
246	50.00%	100.00%
574	0.00%	0
187	83.33%	100.00%
142	0.00%	0
860	20.00%	100.00%
143	0.00%	0
539	75.00%	100.00%
573	63.64%	100.00%
979	19.35%	100.00%
299	0.00%	0.00%
624	0.00%	0.00%
752	90.91%	100.00%
146	40.00%	100.00%
147	50.00%	100.00%
936	20.00%	100.00%
957	73.68%	100.00%
846	55.56%	100.00%
355	0.00%	0.00%
561	22.22%	100.00%
150	50.00%	100.00%
262	66.67%	100.00%
200	33.33%	100.00%
579	50.00%	100.00%
803	18.75%	100.00%
801	18.75%	100.00%
835	23.53%	100.00%
237	33.33%	100.00%
889	19.05%	100.00%
919	20.00%	100.00%
653	18.18%	100.00%
156	100.00%	100.00%
541	88.89%	100.00%
592	80.00%	100.00%
967	50.00%	100.00%
159	85.71%	100.00%
750	64.29%	100.00%
160	16.67%	100.00%
161	80.00%	100.00%
179	57.14%	100.00%
421	14.29%	100.00%
162	83.33%	100.00%
272	25.00%	100.00%
504	75.00%	100.00%
590	50.00%	100.00%
610	58.33%	100.00%
825	52.94%	90.00%
163	80.00%	100.00%
180	50.00%	100.00%
482	62.50%	100.00%
164	83.33%	100.00%
775	20.00%	100.00%
165	50.00%	100.00%
166	66.67%	100.00%
892	20.00%	100.00%
168	100.00%	100.00%
545	50.00%	100.00%
170	16.67%	50.00%
364	14.29%	100.00%
795	17.65%	100.00%
171	57.14%	100.00%
181	50.00%	100.00%
806	22.22%	100.00%
572	0.00%	0
645	100.00%	100.00%
173	50.00%	100.00%
250	66.67%	100.00%
320	42.86%	100.00%
440	25.00%	66.67%
498	85.71%	100.00%
578	20.00%	100.00%
174	100.00%	100.00%
392	85.71%	100.00%
399	28.57%	100.00%
437	85.71%	100.00%
564	60.00%	100.00%
175	33.33%	100.00%
609	27.27%	100.00%
199	14.29%	100.00%
414	0.00%	0.00%
517	77.78%	100.00%
898	18.18%	100.00%
178	40.00%	100.00%
294	66.67%	100.00%
630	18.18%	100.00%
208	50.00%	100.00%
838	20.00%	100.00%
404	25.00%	66.67%
570	70.00%	100.00%
703	25.00%	100.00%
182	40.00%	100.00%
556	0.00%	0
183	33.33%	100.00%
814	47.06%	100.00%
251	85.71%	100.00%
724	38.46%	100.00%
239	50.00%	100.00%
306	42.86%	100.00%
310	0.00%	0
470	71.43%	83.33%
560	100.00%	100.00%
188	0.00%	0
228	83.33%	100.00%
562	30.00%	100.00%
809	70.59%	100.00%
280	57.14%	100.00%
191	83.33%	100.00%
587	100.00%	100.00%
896	47.83%	100.00%
899	54.55%	100.00%
951	44.00%	100.00%
861	44.44%	100.00%
193	33.33%	100.00%
396	12.50%	100.00%
194	50.00%	100.00%
676	40.00%	100.00%
992	20.59%	100.00%
195	0.00%	0.00%
196	16.67%	100.00%
264	33.33%	100.00%
347	14.29%	100.00%
442	57.14%	100.00%
515	20.00%	100.00%
197	80.00%	100.00%
217	83.33%	100.00%
198	16.67%	50.00%
446	22.22%	66.67%
745	15.38%	100.00%
486	25.00%	100.00%
201	0.00%	0.00%
204	60.00%	100.00%
505	75.00%	100.00%
874	18.18%	100.00%
555	77.78%	100.00%
206	0.00%	0.00%
293	28.57%	100.00%
374	16.67%	100.00%
365	80.00%	100.00%
371	66.67%	100.00%
502	55.56%	100.00%
519	55.56%	100.00%
211	16.67%	100.00%
916	24.00%	100.00%
213	83.33%	100.00%
636	80.00%	100.00%
662	81.82%	100.00%
727	64.29%	100.00%
441	12.50%	100.00%
254	0.00%	0
323	57.14%	100.00%
575	20.00%	100.00%
939	54.17%	100.00%
218	83.33%	100.00%
638	80.00%	100.00%
222	66.67%	100.00%
223	42.86%	100.00%
288	16.67%	100.00%
518	11.11%	100.00%
940	77.78%	100.00%
226	100.00%	100.00%
567	70.00%	100.00%
227	50.00%	100.00%
368	42.86%	100.00%
768	71.43%	100.00%
229	66.67%	100.00%
230	16.67%	100.00%
895	86.67%	100.00%
238	100.00%	100.00%
235	100.00%	85.71%
346	14.29%	100.00%
395	85.71%	100.00%
236	100.00%	100.00%
877	61.11%	100.00%
559	77.78%	100.00%
341	28.57%	100.00%
240	0.00%	0.00%
387	14.29%	100.00%
242	83.33%	100.00%
378	83.33%	100.00%
598	44.44%	100.00%
243	100.00%	100.00%
244	14.29%	100.00%
302	14.29%	100.00%
582	44.44%	100.00%
247	83.33%	100.00%
761	21.43%	100.00%
248	0.00%	0.00%
484	0.00%	0.00%
269	28.57%	100.00%
286	14.29%	100.00%
263	50.00%	100.00%
253	20.00%	100.00%
656	58.33%	100.00%
675	41.67%	100.00%
729	14.29%	100.00%
255	100.00%	100.00%
335	14.29%	100.00%
256	33.33%	100.00%
397	25.00%	100.00%
659	18.18%	100.00%
258	16.67%	100.00%
621	20.00%	100.00%
326	75.00%	100.00%
327	75.00%	100.00%
339	16.67%	100.00%
305	57.14%	100.00%
381	85.71%	100.00%
467	71.43%	100.00%
261	85.71%	100.00%
528	40.00%	100.00%
872	78.95%	100.00%
622	18.18%	100.00%
751	23.08%	100.00%
756	53.85%	100.00%
267	0.00%	0
300	100.00%	100.00%
726	61.54%	100.00%
268	100.00%	100.00%
357	85.71%	100.00%
270	33.33%	100.00%
779	20.00%	100.00%
670	41.67%	100.00%
793	29.41%	100.00%
706	61.54%	100.00%
375	71.43%	100.00%
321	57.14%	100.00%
360	83.33%	100.00%
695	46.15%	100.00%
278	83.33%	100.00%
568	20.00%	100.00%
763	21.43%	100.00%
805	17.65%	100.00%
281	85.71%	100.00%
283	66.67%	100.00%
468	50.00%	100.00%
876	20.00%	100.00%
284	28.57%	100.00%
285	75.00%	100.00%
529	50.00%	100.00%
489	37.50%	100.00%
287	14.29%	100.00%
289	33.33%	100.00%
553	40.00%	100.00%
290	33.33%	100.00%
759	78.57%	100.00%
296	50.00%	100.00%
333	85.71%	100.00%
433	25.00%	100.00%
340	25.00%	100.00%
415	85.71%	100.00%
571	55.56%	100.00%
531	22.22%	100.00%
303	37.50%	100.00%
785	20.00%	100.00%
613	9.09%	100.00%
754	20.00%	100.00%
524	40.00%	100.00%
308	50.00%	100.00%
715	23.08%	100.00%
313	85.71%	100.00%
315	50.00%	100.00%
462	25.00%	100.00%
605	10.00%	50.00%
322	100.00%	100.00%
434	87.50%	100.00%
823	92.31%	100.00%
325	42.86%	100.00%
642	0.00%	0
328	71.43%	100.00%
330	0.00%	0
348	14.29%	100.00%
606	20.00%	100.00%
331	0.00%	0.00%
627	72.73%	100.00%
595	22.22%	100.00%
690	16.67%	100.00%
336	57.14%	100.00%
633	36.36%	100.00%
337	85.71%	100.00%
338	14.29%	50.00%
522	100.00%	100.00%
342	14.29%	100.00%
344	28.57%	100.00%
345	57.14%	100.00%
781	100.00%	100.00%
416	75.00%	100.00%
461	11.11%	100.00%
417	28.57%	100.00%
460	100.00%	100.00%
466	55.56%	100.00%
354	85.71%	100.00%
358	100.00%	100.00%
663	58.33%	100.00%
494	33.33%	100.00%
764	73.33%	100.00%
776	42.86%	100.00%
497	25.00%	100.00%
492	50.00%	100.00%
721	25.00%	100.00%
508	66.67%	100.00%
631	81.82%	100.00%
382	100.00%	100.00%
479	100.00%	100.00%
687	45.45%	100.00%
383	100.00%	100.00%
604	90.00%	100.00%
393	25.00%	100.00%
649	20.00%	100.00%
678	100.00%	100.00%
547	22.22%	100.00%
616	18.18%	100.00%
394	87.50%	100.00%
601	90.00%	100.00%
740	13.33%	100.00%
405	87.50%	100.00%
410	28.57%	100.00%
619	66.67%	100.00%
413	87.50%	100.00%
850	91.67%	100.00%
718	30.77%	100.00%
419	100.00%	100.00%
464	88.89%	100.00%
423	37.50%	100.00%
426	100.00%	100.00%
908	81.25%	100.00%
471	75.00%	100.00%
430	57.14%	100.00%
698	78.57%	100.00%
431	37.50%	100.00%
611	90.00%	100.00%
432	28.57%	100.00%
828	23.53%	100.00%
844	17.65%	100.00%
507	11.11%	100.00%
640	54.55%	100.00%
525	77.78%	100.00%
725	66.67%	100.00%
485	87.50%	100.00%
488	14.29%	100.00%
669	15.38%	100.00%
513	22.22%	100.00%
516	22.22%	100.00%
557	83.33%	100.00%
521	20.00%	100.00%
665	45.45%	100.00%
549	80.00%	100.00%
655	18.18%	100.00%
538	88.89%	100.00%
550	88.89%	100.00%
