-N 1000 -k 15 -maxk 50 -mu 0.3 -om 7 -on 300
P:97.73%	R:39.62%
----------------------------
Node	P	R
39	80.00%	100.00%
506	22.22%	100.00%
846	14.29%	100.00%
898	79.17%	100.00%
959	65.52%	100.00%
991	58.33%	100.00%
40	60.00%	100.00%
540	70.00%	100.00%
553	66.67%	100.00%
706	15.38%	100.00%
794	56.25%	90.00%
956	45.16%	100.00%
989	33.33%	100.00%
41	60.00%	100.00%
728	61.54%	100.00%
950	17.24%	100.00%
990	38.89%	100.00%
42	100.00%	100.00%
62	16.67%	100.00%
243	83.33%	100.00%
574	72.73%	100.00%
683	61.54%	100.00%
724	14.29%	66.67%
43	100.00%	100.00%
250	75.00%	100.00%
258	66.67%	100.00%
318	50.00%	100.00%
533	33.33%	100.00%
589	40.00%	100.00%
44	12.50%	50.00%
144	0.00%	0.00%
244	66.67%	100.00%
441	55.56%	100.00%
614	30.00%	100.00%
727	26.67%	100.00%
824	31.58%	100.00%
45	100.00%	100.00%
137	80.00%	100.00%
46	100.00%	100.00%
288	57.14%	100.00%
47	83.33%	100.00%
290	85.71%	100.00%
426	77.78%	100.00%
887	13.04%	100.00%
894	47.83%	100.00%
48	20.00%	100.00%
361	37.50%	100.00%
569	20.00%	100.00%
742	13.33%	100.00%
839	20.00%	100.00%
1000	13.51%	100.00%
49	14.29%	100.00%
73	16.67%	50.00%
167	100.00%	100.00%
413	25.00%	100.00%
480	12.50%	100.00%
562	44.44%	100.00%
976	31.25%	100.00%
50	40.00%	100.00%
248	33.33%	100.00%
467	22.22%	66.67%
881	46.15%	100.00%
940	14.29%	100.00%
954	27.59%	100.00%
51	40.00%	100.00%
218	33.33%	100.00%
295	28.57%	100.00%
550	10.00%	100.00%
799	33.33%	100.00%
850	15.00%	100.00%
855	75.00%	100.00%
979	12.50%	100.00%
52	40.00%	100.00%
55	100.00%	100.00%
107	28.57%	100.00%
135	16.67%	100.00%
610	20.00%	100.00%
782	38.89%	100.00%
838	20.00%	100.00%
53	16.67%	100.00%
626	16.67%	100.00%
653	16.67%	66.67%
889	13.04%	100.00%
54	16.67%	100.00%
271	83.33%	100.00%
715	21.43%	100.00%
845	60.00%	100.00%
904	38.46%	100.00%
668	58.33%	100.00%
697	66.67%	100.00%
826	63.16%	100.00%
56	80.00%	100.00%
155	66.67%	100.00%
744	60.00%	100.00%
57	40.00%	100.00%
309	40.00%	100.00%
364	37.50%	100.00%
418	50.00%	100.00%
440	25.00%	100.00%
518	22.22%	100.00%
818	11.11%	100.00%
58	75.00%	100.00%
356	50.00%	75.00%
571	20.00%	100.00%
59	16.67%	100.00%
342	12.50%	100.00%
462	55.56%	100.00%
663	41.67%	100.00%
863	52.38%	100.00%
60	50.00%	100.00%
122	50.00%	100.00%
211	33.33%	100.00%
598	27.27%	100.00%
638	20.00%	100.00%
792	16.67%	100.00%
61	80.00%	100.00%
227	71.43%	100.00%
384	62.50%	100.00%
759	26.67%	100.00%
873	43.48%	100.00%
919	62.96%	100.00%
931	37.04%	90.91%
531	88.89%	100.00%
63	100.00%	100.00%
760	20.00%	100.00%
869	29.41%	100.00%
913	44.00%	100.00%
915	40.74%	100.00%
64	80.00%	100.00%
352	37.50%	100.00%
619	58.33%	100.00%
646	16.67%	100.00%
766	13.33%	100.00%
769	47.06%	100.00%
65	75.00%	100.00%
326	25.00%	100.00%
340	75.00%	100.00%
383	42.86%	100.00%
66	50.00%	100.00%
595	90.00%	100.00%
784	31.25%	100.00%
819	83.33%	100.00%
862	66.67%	100.00%
923	52.63%	100.00%
67	14.29%	100.00%
721	50.00%	100.00%
905	22.22%	100.00%
906	29.17%	100.00%
68	40.00%	100.00%
743	13.33%	100.00%
785	33.33%	100.00%
69	40.00%	100.00%
529	30.00%	100.00%
729	13.33%	100.00%
70	50.00%	100.00%
139	16.67%	50.00%
174	66.67%	80.00%
261	14.29%	100.00%
740	71.43%	100.00%
71	40.00%	66.67%
185	50.00%	100.00%
231	50.00%	100.00%
306	33.33%	100.00%
860	13.64%	100.00%
654	91.67%	100.00%
823	78.95%	100.00%
74	16.67%	100.00%
532	80.00%	100.00%
844	35.00%	100.00%
964	30.00%	100.00%
993	38.89%	100.00%
75	80.00%	100.00%
491	50.00%	100.00%
623	18.18%	100.00%
985	11.11%	100.00%
76	33.33%	100.00%
241	42.86%	100.00%
291	33.33%	100.00%
746	20.00%	100.00%
821	16.67%	100.00%
974	15.15%	100.00%
77	20.00%	50.00%
81	14.29%	100.00%
298	12.50%	100.00%
328	14.29%	50.00%
526	87.50%	100.00%
739	0.00%	0.00%
78	50.00%	100.00%
121	66.67%	100.00%
541	20.00%	100.00%
690	15.38%	100.00%
79	25.00%	100.00%
624	9.09%	100.00%
813	26.32%	100.00%
80	80.00%	100.00%
379	75.00%	100.00%
666	72.73%	100.00%
82	16.67%	100.00%
939	27.59%	100.00%
83	100.00%	100.00%
712	14.29%	100.00%
738	80.00%	100.00%
771	40.00%	100.00%
84	0.00%	0.00%
419	0.00%	0.00%
85	80.00%	100.00%
416	100.00%	100.00%
907	12.50%	100.00%
86	83.33%	100.00%
87	60.00%	100.00%
401	57.14%	100.00%
662	63.64%	100.00%
761	46.67%	100.00%
852	43.75%	100.00%
88	80.00%	100.00%
447	75.00%	100.00%
485	66.67%	100.00%
603	60.00%	85.71%
735	50.00%	100.00%
89	60.00%	100.00%
138	20.00%	100.00%
917	12.00%	100.00%
90	66.67%	100.00%
292	0.00%	0
344	57.14%	100.00%
458	55.56%	100.00%
470	62.50%	100.00%
91	20.00%	100.00%
425	75.00%	100.00%
687	25.00%	100.00%
696	50.00%	100.00%
92	40.00%	100.00%
130	80.00%	100.00%
273	50.00%	100.00%
580	27.27%	100.00%
732	20.00%	100.00%
734	87.50%	100.00%
793	17.65%	100.00%
93	14.29%	100.00%
612	18.18%	100.00%
649	55.56%	100.00%
500	11.11%	100.00%
945	11.11%	75.00%
95	14.29%	100.00%
884	17.39%	100.00%
888	16.67%	100.00%
96	50.00%	100.00%
134	66.67%	100.00%
648	58.33%	100.00%
97	16.67%	100.00%
410	37.50%	100.00%
798	17.65%	100.00%
859	61.90%	100.00%
286	57.14%	100.00%
492	44.44%	100.00%
99	60.00%	100.00%
186	16.67%	50.00%
210	50.00%	100.00%
699	38.46%	100.00%
703	38.46%	100.00%
946	14.81%	100.00%
100	80.00%	100.00%
452	62.50%	100.00%
816	41.18%	100.00%
101	50.00%	100.00%
430	66.67%	100.00%
757	13.33%	100.00%
872	60.87%	100.00%
102	100.00%	100.00%
685	66.67%	100.00%
802	42.86%	100.00%
840	52.38%	100.00%
103	20.00%	50.00%
637	15.38%	100.00%
700	15.38%	100.00%
910	28.00%	100.00%
104	80.00%	100.00%
239	66.67%	100.00%
316	57.14%	100.00%
783	41.18%	100.00%
105	100.00%	100.00%
962	25.00%	87.50%
106	0.00%	0.00%
228	33.33%	100.00%
338	28.57%	100.00%
632	18.18%	66.67%
814	16.67%	100.00%
669	8.33%	50.00%
513	11.11%	100.00%
570	10.00%	50.00%
109	100.00%	100.00%
756	6.67%	100.00%
865	58.82%	100.00%
902	45.83%	100.00%
110	100.00%	100.00%
633	41.67%	100.00%
682	75.00%	100.00%
111	40.00%	100.00%
537	30.00%	100.00%
627	27.27%	100.00%
112	100.00%	100.00%
369	100.00%	100.00%
592	27.27%	100.00%
897	45.83%	100.00%
113	0.00%	0.00%
296	28.57%	100.00%
998	42.11%	94.12%
114	100.00%	100.00%
123	75.00%	100.00%
265	75.00%	100.00%
172	83.33%	100.00%
116	50.00%	100.00%
488	22.22%	100.00%
559	11.11%	50.00%
117	60.00%	100.00%
554	77.78%	100.00%
118	100.00%	100.00%
642	18.18%	100.00%
119	100.00%	100.00%
617	90.91%	100.00%
856	78.95%	100.00%
899	55.56%	100.00%
995	48.72%	100.00%
120	33.33%	100.00%
193	16.67%	100.00%
494	11.11%	100.00%
777	18.75%	100.00%
801	5.56%	33.33%
577	50.00%	100.00%
714	33.33%	83.33%
247	85.71%	100.00%
464	66.67%	100.00%
882	14.29%	100.00%
124	16.67%	100.00%
125	50.00%	100.00%
189	66.67%	100.00%
600	10.00%	50.00%
678	9.09%	100.00%
126	0.00%	0.00%
930	14.29%	100.00%
972	42.42%	100.00%
127	40.00%	100.00%
232	0.00%	0.00%
692	30.77%	100.00%
842	14.29%	100.00%
128	0.00%	0.00%
605	66.67%	100.00%
751	28.57%	100.00%
578	70.00%	87.50%
825	42.11%	100.00%
131	16.67%	100.00%
752	12.50%	100.00%
264	100.00%	100.00%
693	15.38%	66.67%
133	20.00%	50.00%
268	0.00%	0.00%
572	9.09%	100.00%
681	42.86%	100.00%
717	50.00%	100.00%
820	87.50%	100.00%
982	63.64%	100.00%
986	45.16%	100.00%
830	85.71%	100.00%
136	75.00%	100.00%
284	66.67%	100.00%
438	62.50%	100.00%
520	57.14%	100.00%
588	60.00%	100.00%
890	25.00%	100.00%
169	40.00%	100.00%
828	20.00%	100.00%
223	12.50%	100.00%
534	30.00%	100.00%
809	27.78%	100.00%
829	11.11%	66.67%
927	11.11%	100.00%
140	14.29%	100.00%
423	33.33%	100.00%
597	77.78%	100.00%
754	13.33%	100.00%
142	40.00%	100.00%
333	71.43%	100.00%
561	10.00%	100.00%
143	80.00%	100.00%
388	14.29%	100.00%
858	75.00%	100.00%
944	71.43%	100.00%
429	22.22%	100.00%
772	18.75%	100.00%
146	100.00%	100.00%
417	100.00%	100.00%
453	12.50%	100.00%
147	66.67%	100.00%
216	14.29%	100.00%
148	33.33%	100.00%
149	80.00%	100.00%
176	83.33%	100.00%
439	87.50%	100.00%
679	53.85%	100.00%
920	11.54%	100.00%
150	83.33%	100.00%
565	90.00%	100.00%
615	81.82%	100.00%
707	15.38%	100.00%
151	80.00%	100.00%
178	80.00%	100.00%
390	50.00%	100.00%
718	26.67%	100.00%
786	25.00%	100.00%
152	14.29%	100.00%
294	57.14%	100.00%
308	0.00%	0.00%
370	37.50%	100.00%
963	16.67%	100.00%
153	80.00%	100.00%
154	60.00%	100.00%
217	50.00%	100.00%
674	41.67%	100.00%
926	7.41%	66.67%
287	42.86%	100.00%
156	80.00%	100.00%
215	100.00%	100.00%
493	11.11%	50.00%
157	14.29%	100.00%
618	50.00%	100.00%
158	40.00%	100.00%
165	60.00%	100.00%
171	66.67%	100.00%
454	88.89%	100.00%
711	15.38%	66.67%
159	20.00%	100.00%
535	20.00%	100.00%
160	20.00%	100.00%
339	16.67%	50.00%
161	50.00%	100.00%
451	77.78%	100.00%
805	87.50%	100.00%
162	20.00%	50.00%
362	62.50%	100.00%
608	45.45%	100.00%
661	42.86%	100.00%
689	50.00%	100.00%
163	40.00%	100.00%
482	28.57%	100.00%
645	18.18%	66.67%
166	14.29%	100.00%
459	25.00%	100.00%
583	90.00%	90.00%
664	80.00%	100.00%
758	42.86%	100.00%
376	71.43%	100.00%
593	63.64%	100.00%
168	80.00%	100.00%
204	80.00%	100.00%
297	60.00%	100.00%
748	26.67%	100.00%
791	41.18%	100.00%
234	14.29%	50.00%
643	18.18%	100.00%
170	83.33%	100.00%
320	14.29%	100.00%
868	34.78%	100.00%
922	29.63%	100.00%
345	14.29%	100.00%
573	20.00%	100.00%
327	42.86%	100.00%
206	28.57%	100.00%
851	15.79%	100.00%
175	25.00%	50.00%
280	50.00%	100.00%
510	66.67%	100.00%
560	77.78%	100.00%
745	46.67%	100.00%
833	5.00%	50.00%
275	14.29%	100.00%
179	85.71%	100.00%
481	88.89%	100.00%
657	83.33%	100.00%
857	71.43%	100.00%
180	100.00%	100.00%
817	62.50%	100.00%
329	83.33%	100.00%
182	50.00%	100.00%
528	22.22%	100.00%
590	20.00%	100.00%
639	18.18%	100.00%
183	28.57%	100.00%
495	44.44%	100.00%
755	92.31%	100.00%
184	0.00%	0.00%
305	71.43%	100.00%
373	14.29%	100.00%
415	14.29%	50.00%
187	83.33%	100.00%
188	83.33%	100.00%
202	12.50%	100.00%
245	33.33%	100.00%
625	100.00%	100.00%
190	40.00%	66.67%
191	100.00%	100.00%
456	83.33%	100.00%
267	66.67%	100.00%
502	87.50%	100.00%
864	10.00%	66.67%
408	12.50%	100.00%
194	0.00%	0.00%
461	22.22%	100.00%
549	0.00%	0.00%
195	83.33%	100.00%
516	77.78%	100.00%
519	77.78%	100.00%
545	80.00%	100.00%
196	66.67%	100.00%
628	0.00%	0.00%
197	14.29%	100.00%
198	50.00%	75.00%
445	37.50%	100.00%
199	14.29%	100.00%
937	14.29%	100.00%
200	42.86%	100.00%
457	11.11%	100.00%
933	42.86%	100.00%
201	83.33%	100.00%
363	75.00%	100.00%
392	57.14%	100.00%
203	100.00%	100.00%
303	85.71%	100.00%
566	100.00%	100.00%
942	55.17%	100.00%
719	14.29%	100.00%
853	14.29%	100.00%
205	14.29%	50.00%
556	36.36%	100.00%
207	0.00%	0
367	57.14%	100.00%
810	36.84%	100.00%
208	50.00%	100.00%
209	83.33%	100.00%
387	14.29%	50.00%
212	66.67%	100.00%
213	100.00%	100.00%
214	16.67%	100.00%
680	27.27%	100.00%
733	14.29%	100.00%
695	76.92%	100.00%
497	44.44%	100.00%
635	54.55%	100.00%
389	0.00%	0.00%
843	14.29%	100.00%
219	85.71%	100.00%
478	100.00%	100.00%
709	90.00%	100.00%
220	100.00%	100.00%
341	83.33%	100.00%
564	60.00%	100.00%
221	80.00%	100.00%
442	50.00%	100.00%
476	60.00%	100.00%
546	50.00%	100.00%
477	12.50%	100.00%
226	14.29%	50.00%
224	80.00%	100.00%
266	80.00%	100.00%
269	16.67%	100.00%
375	57.14%	100.00%
225	57.14%	100.00%
539	40.00%	100.00%
229	16.67%	100.00%
289	0.00%	0.00%
575	54.55%	100.00%
694	14.29%	100.00%
233	66.67%	100.00%
315	83.33%	100.00%
675	8.33%	100.00%
787	23.53%	100.00%
235	33.33%	100.00%
293	42.86%	100.00%
236	50.00%	100.00%
404	50.00%	100.00%
237	83.33%	100.00%
283	85.71%	100.00%
238	0.00%	0
414	100.00%	100.00%
240	16.67%	100.00%
435	25.00%	100.00%
641	18.18%	100.00%
377	12.50%	100.00%
307	0.00%	0.00%
841	19.05%	100.00%
460	11.11%	100.00%
455	75.00%	100.00%
249	28.57%	100.00%
607	27.27%	100.00%
530	50.00%	100.00%
355	0.00%	0.00%
651	22.22%	100.00%
253	80.00%	100.00%
543	90.00%	100.00%
796	17.65%	100.00%
254	14.29%	100.00%
450	22.22%	100.00%
523	55.56%	100.00%
547	10.00%	100.00%
257	33.33%	100.00%
349	25.00%	100.00%
463	0.00%	0.00%
465	25.00%	100.00%
259	66.67%	100.00%
548	33.33%	100.00%
260	100.00%	100.00%
903	75.00%	100.00%
879	37.50%	100.00%
861	65.00%	100.00%
263	80.00%	100.00%
365	50.00%	100.00%
770	11.76%	100.00%
484	85.71%	100.00%
765	64.29%	100.00%
780	17.65%	100.00%
380	37.50%	100.00%
270	57.14%	100.00%
665	50.00%	100.00%
702	53.85%	100.00%
272	14.29%	100.00%
347	14.29%	100.00%
832	19.05%	100.00%
274	66.67%	100.00%
276	85.71%	100.00%
558	90.00%	100.00%
277	50.00%	100.00%
317	42.86%	100.00%
278	85.71%	100.00%
395	12.50%	100.00%
538	66.67%	100.00%
279	14.29%	100.00%
330	50.00%	100.00%
282	14.29%	100.00%
503	100.00%	100.00%
285	0.00%	0.00%
613	0.00%	0.00%
479	55.56%	100.00%
300	83.33%	100.00%
536	36.36%	100.00%
398	25.00%	100.00%
424	37.50%	100.00%
508	22.22%	66.67%
557	11.11%	100.00%
351	12.50%	100.00%
448	87.50%	100.00%
677	50.00%	100.00%
335	14.29%	100.00%
505	85.71%	100.00%
552	77.78%	100.00%
301	71.43%	100.00%
586	70.00%	100.00%
596	63.64%	100.00%
656	46.15%	100.00%
302	33.33%	100.00%
372	87.50%	100.00%
698	76.92%	100.00%
304	14.29%	100.00%
630	36.36%	100.00%
640	33.33%	100.00%
407	85.71%	100.00%
403	40.00%	100.00%
310	50.00%	100.00%
647	16.67%	66.67%
542	81.82%	100.00%
314	66.67%	100.00%
599	11.11%	50.00%
391	0.00%	0.00%
691	38.46%	100.00%
606	37.50%	100.00%
672	8.33%	50.00%
319	71.43%	100.00%
585	60.00%	100.00%
655	16.67%	100.00%
323	25.00%	100.00%
325	14.29%	100.00%
582	20.00%	100.00%
710	0.00%	0.00%
507	33.33%	100.00%
336	50.00%	100.00%
337	71.43%	100.00%
807	75.00%	100.00%
343	14.29%	100.00%
371	25.00%	100.00%
346	83.33%	100.00%
393	12.50%	100.00%
348	85.71%	100.00%
652	8.33%	50.00%
730	14.29%	100.00%
509	37.50%	100.00%
353	87.50%	100.00%
544	88.89%	100.00%
517	22.22%	100.00%
701	71.43%	100.00%
358	14.29%	100.00%
360	14.29%	100.00%
411	85.71%	100.00%
620	100.00%	100.00%
366	12.50%	100.00%
433	11.11%	100.00%
446	75.00%	100.00%
432	22.22%	100.00%
444	22.22%	100.00%
382	28.57%	100.00%
385	0.00%	0.00%
629	75.00%	100.00%
386	87.50%	100.00%
394	75.00%	100.00%
396	0.00%	0.00%
496	22.22%	66.67%
399	100.00%	100.00%
659	91.67%	100.00%
891	50.00%	100.00%
409	100.00%	100.00%
750	81.82%	100.00%
671	69.23%	100.00%
434	77.78%	100.00%
421	85.71%	100.00%
514	11.11%	100.00%
521	77.78%	100.00%
427	88.89%	100.00%
790	66.67%	100.00%
428	11.11%	100.00%
431	28.57%	100.00%
673	83.33%	100.00%
449	100.00%	100.00%
601	100.00%	100.00%
616	16.67%	100.00%
512	20.00%	100.00%
763	13.33%	100.00%
466	33.33%	100.00%
670	16.67%	100.00%
468	71.43%	100.00%
471	100.00%	100.00%
808	92.31%	100.00%
472	88.89%	100.00%
594	90.00%	100.00%
644	100.00%	100.00%
515	20.00%	100.00%
584	18.18%	100.00%
511	87.50%	100.00%
611	10.00%	100.00%
522	25.00%	100.00%
527	100.00%	100.00%
551	20.00%	100.00%
602	90.91%	100.00%
563	90.00%	100.00%
609	90.91%	100.00%
567	30.00%	100.00%
579	25.00%	100.00%
