-N 1000 -k 15 -maxk 50 -mu 0.3 -om 5 -on 200
P:99.37%	R:56.97%
----------------------------
Node	P	R
498	100.00%	100.00%
514	70.00%	100.00%
553	80.00%	100.00%
119	0.00%	0
249	85.71%	100.00%
614	72.73%	100.00%
845	38.10%	100.00%
632	18.18%	100.00%
724	64.29%	100.00%
122	25.00%	100.00%
123	60.00%	100.00%
612	45.45%	100.00%
738	0.00%	0
292	100.00%	100.00%
683	76.92%	100.00%
125	80.00%	100.00%
378	71.43%	100.00%
386	0.00%	0.00%
636	90.91%	100.00%
773	11.76%	100.00%
126	83.33%	100.00%
145	85.71%	100.00%
778	68.75%	100.00%
127	0.00%	0
354	85.71%	100.00%
128	100.00%	100.00%
256	100.00%	100.00%
898	65.22%	100.00%
129	42.86%	100.00%
606	81.82%	100.00%
130	100.00%	100.00%
286	85.71%	100.00%
536	100.00%	100.00%
582	63.64%	100.00%
755	75.00%	100.00%
700	16.67%	100.00%
619	69.23%	100.00%
671	23.08%	100.00%
134	0.00%	0
135	100.00%	100.00%
463	87.50%	100.00%
488	55.56%	100.00%
513	100.00%	100.00%
136	83.33%	100.00%
562	80.00%	100.00%
731	85.71%	100.00%
762	72.73%	100.00%
892	70.83%	100.00%
137	83.33%	100.00%
753	80.00%	100.00%
815	77.78%	100.00%
853	14.29%	100.00%
969	45.45%	100.00%
138	100.00%	100.00%
139	50.00%	100.00%
335	42.86%	100.00%
140	20.00%	100.00%
627	75.00%	100.00%
141	83.33%	100.00%
417	75.00%	100.00%
600	88.89%	100.00%
209	14.29%	100.00%
604	27.27%	100.00%
622	9.09%	50.00%
726	21.43%	100.00%
143	100.00%	100.00%
338	87.50%	100.00%
576	90.00%	100.00%
730	75.00%	100.00%
973	66.67%	100.00%
479	25.00%	66.67%
605	9.09%	100.00%
830	21.05%	100.00%
311	83.33%	100.00%
473	87.50%	100.00%
215	83.33%	100.00%
159	80.00%	100.00%
166	42.86%	100.00%
148	100.00%	100.00%
680	92.31%	100.00%
713	85.71%	100.00%
947	70.00%	100.00%
149	85.71%	100.00%
423	88.89%	100.00%
569	90.00%	100.00%
678	91.67%	100.00%
412	28.57%	100.00%
151	33.33%	100.00%
168	16.67%	100.00%
607	50.00%	100.00%
875	64.29%	100.00%
152	100.00%	100.00%
328	83.33%	100.00%
737	57.14%	100.00%
153	80.00%	100.00%
305	85.71%	100.00%
787	75.00%	100.00%
464	57.14%	100.00%
865	80.00%	100.00%
155	71.43%	100.00%
352	75.00%	100.00%
365	85.71%	100.00%
366	71.43%	100.00%
538	80.00%	100.00%
229	83.33%	100.00%
522	100.00%	100.00%
157	71.43%	100.00%
184	60.00%	100.00%
276	50.00%	100.00%
675	53.85%	100.00%
751	20.00%	100.00%
960	63.33%	100.00%
160	83.33%	100.00%
643	80.00%	100.00%
772	53.33%	100.00%
161	66.67%	100.00%
214	80.00%	100.00%
554	50.00%	100.00%
162	66.67%	100.00%
391	87.50%	100.00%
163	100.00%	100.00%
330	83.33%	100.00%
165	100.00%	100.00%
599	81.82%	100.00%
167	100.00%	100.00%
401	87.50%	100.00%
782	77.78%	100.00%
224	50.00%	100.00%
169	83.33%	100.00%
393	75.00%	100.00%
551	80.00%	100.00%
170	57.14%	100.00%
282	71.43%	100.00%
527	66.67%	100.00%
957	36.36%	100.00%
306	85.71%	100.00%
728	68.75%	100.00%
881	77.27%	100.00%
248	100.00%	100.00%
312	57.14%	100.00%
429	25.00%	100.00%
951	62.07%	100.00%
173	66.67%	100.00%
183	100.00%	100.00%
734	14.29%	100.00%
367	62.50%	100.00%
375	28.57%	100.00%
550	22.22%	100.00%
175	33.33%	100.00%
345	71.43%	100.00%
893	16.67%	100.00%
176	57.14%	100.00%
340	62.50%	100.00%
177	80.00%	100.00%
295	66.67%	100.00%
444	57.14%	100.00%
178	100.00%	100.00%
750	60.00%	100.00%
179	85.71%	100.00%
558	20.00%	100.00%
181	71.43%	100.00%
502	70.00%	100.00%
611	90.00%	100.00%
182	100.00%	100.00%
746	66.67%	100.00%
347	50.00%	100.00%
186	66.67%	100.00%
241	66.67%	80.00%
486	40.00%	100.00%
603	36.36%	100.00%
695	50.00%	100.00%
187	28.57%	100.00%
759	75.00%	100.00%
817	78.57%	100.00%
189	83.33%	100.00%
337	28.57%	66.67%
572	70.00%	100.00%
190	16.67%	100.00%
191	0.00%	0
192	100.00%	100.00%
193	33.33%	100.00%
693	57.14%	100.00%
462	75.00%	100.00%
537	66.67%	100.00%
195	83.33%	100.00%
243	83.33%	100.00%
744	78.57%	100.00%
196	83.33%	100.00%
377	100.00%	100.00%
197	16.67%	100.00%
198	100.00%	100.00%
602	72.73%	100.00%
930	14.81%	100.00%
199	50.00%	100.00%
280	42.86%	100.00%
402	50.00%	100.00%
650	16.67%	100.00%
200	33.33%	100.00%
507	88.89%	100.00%
201	28.57%	100.00%
567	60.00%	100.00%
202	83.33%	100.00%
245	0.00%	0.00%
396	75.00%	100.00%
618	54.55%	100.00%
919	55.56%	93.75%
203	83.33%	100.00%
495	87.50%	100.00%
566	70.00%	100.00%
351	33.33%	100.00%
485	66.67%	100.00%
739	85.71%	100.00%
670	91.67%	100.00%
207	100.00%	100.00%
769	50.00%	100.00%
442	75.00%	100.00%
490	55.56%	100.00%
322	71.43%	100.00%
274	57.14%	100.00%
301	71.43%	100.00%
392	62.50%	100.00%
470	57.14%	100.00%
474	57.14%	100.00%
416	57.14%	100.00%
324	85.71%	100.00%
511	100.00%	100.00%
220	83.33%	100.00%
291	83.33%	100.00%
221	100.00%	100.00%
267	100.00%	100.00%
472	100.00%	100.00%
222	0.00%	0.00%
362	0.00%	0.00%
641	23.08%	100.00%
439	22.22%	100.00%
225	66.67%	100.00%
456	25.00%	100.00%
227	100.00%	100.00%
228	40.00%	100.00%
296	85.71%	100.00%
832	78.95%	100.00%
230	100.00%	100.00%
626	72.73%	100.00%
232	16.67%	50.00%
405	25.00%	100.00%
433	0.00%	0
234	0.00%	0.00%
373	71.43%	100.00%
235	83.33%	100.00%
409	100.00%	100.00%
689	7.69%	100.00%
238	66.67%	100.00%
394	25.00%	100.00%
242	83.33%	100.00%
847	80.00%	100.00%
244	100.00%	100.00%
888	61.90%	100.00%
246	100.00%	100.00%
530	62.50%	100.00%
247	80.00%	100.00%
379	0.00%	0
410	71.43%	100.00%
688	90.91%	100.00%
697	16.67%	100.00%
297	71.43%	100.00%
251	83.33%	100.00%
254	85.71%	100.00%
257	85.71%	100.00%
259	85.71%	100.00%
261	33.33%	100.00%
385	57.14%	100.00%
419	44.44%	100.00%
263	75.00%	100.00%
293	85.71%	100.00%
446	87.50%	100.00%
264	85.71%	100.00%
265	28.57%	100.00%
628	83.33%	100.00%
725	73.33%	100.00%
268	100.00%	100.00%
676	100.00%	100.00%
681	46.15%	100.00%
269	16.67%	100.00%
516	87.50%	100.00%
430	87.50%	100.00%
271	66.67%	100.00%
273	71.43%	100.00%
489	25.00%	100.00%
318	57.14%	100.00%
382	50.00%	100.00%
425	100.00%	100.00%
277	0.00%	0.00%
756	20.00%	100.00%
278	100.00%	100.00%
316	28.57%	100.00%
771	70.59%	100.00%
440	22.22%	100.00%
356	62.50%	100.00%
284	85.71%	100.00%
285	85.71%	100.00%
617	80.00%	100.00%
320	66.67%	100.00%
287	100.00%	100.00%
497	90.00%	100.00%
289	100.00%	100.00%
314	66.67%	100.00%
432	88.89%	100.00%
298	0.00%	0
331	85.71%	100.00%
704	78.57%	100.00%
577	80.00%	100.00%
477	88.89%	100.00%
882	18.18%	100.00%
811	85.71%	100.00%
323	100.00%	100.00%
760	62.50%	100.00%
299	85.71%	100.00%
573	80.00%	100.00%
302	28.57%	100.00%
303	85.71%	100.00%
449	14.29%	50.00%
493	100.00%	100.00%
460	87.50%	100.00%
307	0.00%	0.00%
309	57.14%	100.00%
310	0.00%	0
496	77.78%	100.00%
315	83.33%	100.00%
595	50.00%	100.00%
319	100.00%	100.00%
674	91.67%	100.00%
520	0.00%	0
321	71.43%	100.00%
824	57.89%	100.00%
640	90.00%	100.00%
426	77.78%	100.00%
658	15.38%	100.00%
327	0.00%	0
668	69.23%	100.00%
333	0.00%	0
523	77.78%	100.00%
334	100.00%	100.00%
481	100.00%	100.00%
623	90.91%	100.00%
420	25.00%	100.00%
350	87.50%	100.00%
533	90.00%	100.00%
339	87.50%	100.00%
341	100.00%	100.00%
407	100.00%	100.00%
560	10.00%	100.00%
854	76.19%	100.00%
466	12.50%	100.00%
346	100.00%	100.00%
355	14.29%	100.00%
584	20.00%	100.00%
353	87.50%	100.00%
357	62.50%	100.00%
358	87.50%	100.00%
372	87.50%	100.00%
359	87.50%	100.00%
360	28.57%	100.00%
808	61.11%	100.00%
413	71.43%	100.00%
492	80.00%	100.00%
637	100.00%	100.00%
662	23.08%	100.00%
370	85.71%	100.00%
371	0.00%	0
506	60.00%	100.00%
748	85.71%	100.00%
380	25.00%	100.00%
535	90.00%	100.00%
642	75.00%	100.00%
383	85.71%	100.00%
500	90.00%	100.00%
501	22.22%	100.00%
722	66.67%	100.00%
435	87.50%	100.00%
389	100.00%	100.00%
390	75.00%	100.00%
717	15.38%	66.67%
644	0.00%	0.00%
395	87.50%	100.00%
397	85.71%	85.71%
427	66.67%	100.00%
821	55.56%	100.00%
399	75.00%	100.00%
565	90.00%	100.00%
543	90.00%	100.00%
555	90.00%	100.00%
742	14.29%	100.00%
414	85.71%	100.00%
422	77.78%	100.00%
450	100.00%	100.00%
615	83.33%	100.00%
775	18.75%	100.00%
437	88.89%	100.00%
563	90.00%	100.00%
438	100.00%	100.00%
504	50.00%	100.00%
564	88.89%	100.00%
800	23.53%	100.00%
454	100.00%	100.00%
455	100.00%	100.00%
467	77.78%	100.00%
591	90.91%	100.00%
471	100.00%	100.00%
631	81.82%	100.00%
476	80.00%	100.00%
721	0.00%	0.00%
588	83.33%	100.00%
570	88.89%	100.00%
547	100.00%	100.00%
667	75.00%	100.00%
581	20.00%	100.00%
