-N 1000 -k 15 -maxk 50 -mu 0.3 -om 7 -on 100
P	R
99.89%	68.84%
----------------------------
Node	P	R
100	100.00%	100.00%
895	13.64%	100.00%
101	100.00%	100.00%
109	100.00%	100.00%
144	66.67%	100.00%
197	83.33%	100.00%
206	57.14%	100.00%
210	66.67%	100.00%
102	100.00%	100.00%
600	90.91%	100.00%
853	85.00%	100.00%
927	61.54%	100.00%
954	60.00%	100.00%
103	80.00%	100.00%
797	82.35%	100.00%
104	14.29%	100.00%
155	100.00%	100.00%
967	77.42%	100.00%
105	80.00%	100.00%
348	0.00%	0
107	100.00%	100.00%
383	87.50%	100.00%
108	83.33%	100.00%
754	0.00%	0
205	80.00%	100.00%
641	90.91%	100.00%
243	100.00%	100.00%
468	77.78%	100.00%
469	87.50%	100.00%
489	77.78%	100.00%
684	84.62%	100.00%
786	76.47%	100.00%
798	75.00%	100.00%
881	56.52%	100.00%
887	60.87%	100.00%
126	100.00%	100.00%
113	80.00%	100.00%
323	85.71%	100.00%
986	27.27%	100.00%
114	83.33%	100.00%
310	100.00%	100.00%
115	80.00%	100.00%
749	42.86%	100.00%
116	83.33%	100.00%
156	100.00%	100.00%
317	85.71%	100.00%
672	60.00%	100.00%
117	83.33%	100.00%
251	100.00%	100.00%
868	71.43%	100.00%
118	83.33%	100.00%
228	83.33%	100.00%
651	71.43%	100.00%
660	41.67%	100.00%
119	100.00%	100.00%
626	53.85%	100.00%
120	80.00%	100.00%
130	100.00%	100.00%
305	62.50%	100.00%
362	66.67%	100.00%
516	80.00%	100.00%
436	87.50%	100.00%
617	90.91%	100.00%
122	100.00%	100.00%
589	90.00%	100.00%
984	13.89%	100.00%
123	100.00%	100.00%
186	14.29%	100.00%
125	100.00%	100.00%
465	88.89%	100.00%
706	75.00%	100.00%
732	86.67%	100.00%
528	90.00%	100.00%
720	85.71%	100.00%
744	85.71%	100.00%
127	80.00%	100.00%
593	90.00%	100.00%
787	81.25%	100.00%
128	83.33%	100.00%
725	92.31%	100.00%
930	83.33%	100.00%
129	83.33%	100.00%
492	88.89%	100.00%
851	94.74%	100.00%
220	60.00%	100.00%
432	75.00%	100.00%
530	88.89%	100.00%
217	50.00%	100.00%
264	42.86%	100.00%
300	42.86%	100.00%
632	90.91%	100.00%
133	100.00%	100.00%
532	90.00%	100.00%
657	75.00%	100.00%
663	91.67%	100.00%
747	60.00%	100.00%
826	50.00%	100.00%
134	100.00%	100.00%
249	85.71%	100.00%
659	100.00%	100.00%
873	85.71%	100.00%
135	100.00%	100.00%
136	100.00%	100.00%
485	55.56%	100.00%
586	75.00%	100.00%
137	83.33%	100.00%
138	100.00%	100.00%
679	18.18%	100.00%
139	100.00%	100.00%
140	100.00%	100.00%
809	88.89%	100.00%
924	72.00%	100.00%
949	76.67%	100.00%
963	70.00%	100.00%
141	83.33%	100.00%
202	83.33%	100.00%
142	100.00%	100.00%
741	66.67%	100.00%
841	0.00%	0
857	66.67%	100.00%
143	0.00%	0
634	27.27%	100.00%
802	87.50%	100.00%
844	16.67%	100.00%
246	28.57%	100.00%
905	12.50%	100.00%
146	100.00%	100.00%
439	100.00%	100.00%
652	0.00%	0
148	100.00%	100.00%
877	81.82%	100.00%
149	83.33%	100.00%
150	83.33%	100.00%
458	66.67%	100.00%
803	100.00%	100.00%
871	77.27%	100.00%
729	13.33%	100.00%
152	50.00%	100.00%
299	42.86%	100.00%
757	13.33%	100.00%
784	81.25%	100.00%
154	100.00%	100.00%
278	100.00%	100.00%
540	81.82%	100.00%
577	80.00%	100.00%
157	83.33%	100.00%
590	0.00%	0
610	20.00%	100.00%
874	90.48%	100.00%
932	88.46%	100.00%
158	85.71%	100.00%
213	83.33%	100.00%
825	89.47%	100.00%
159	83.33%	100.00%
481	85.71%	100.00%
508	75.00%	100.00%
602	54.55%	100.00%
922	84.00%	100.00%
160	85.71%	100.00%
175	83.33%	100.00%
272	83.33%	100.00%
473	66.67%	100.00%
711	92.31%	100.00%
161	100.00%	100.00%
162	50.00%	100.00%
190	100.00%	100.00%
291	28.57%	100.00%
782	73.33%	100.00%
599	90.91%	100.00%
674	69.23%	100.00%
792	64.71%	100.00%
897	56.52%	100.00%
164	66.67%	100.00%
269	57.14%	100.00%
277	100.00%	100.00%
316	25.00%	100.00%
351	87.50%	100.00%
557	80.00%	100.00%
344	87.50%	100.00%
166	100.00%	100.00%
271	100.00%	100.00%
576	90.00%	100.00%
776	91.67%	100.00%
167	100.00%	100.00%
391	75.00%	100.00%
705	92.31%	100.00%
168	83.33%	100.00%
404	100.00%	100.00%
675	92.31%	100.00%
170	100.00%	100.00%
700	78.57%	100.00%
449	57.14%	100.00%
483	44.44%	100.00%
934	14.81%	100.00%
172	50.00%	100.00%
549	50.00%	100.00%
690	30.77%	100.00%
735	14.29%	100.00%
938	15.38%	100.00%
173	85.71%	100.00%
214	83.33%	100.00%
349	75.00%	100.00%
559	90.00%	100.00%
174	80.00%	100.00%
390	62.50%	100.00%
823	88.24%	100.00%
941	14.29%	100.00%
334	0.00%	0
800	91.67%	100.00%
858	14.29%	100.00%
177	100.00%	100.00%
498	66.67%	100.00%
696	69.23%	100.00%
833	61.11%	100.00%
178	0.00%	0
179	83.33%	100.00%
625	18.18%	100.00%
748	85.71%	100.00%
830	11.11%	100.00%
962	66.67%	100.00%
181	100.00%	100.00%
247	100.00%	100.00%
345	83.33%	100.00%
460	87.50%	100.00%
514	77.78%	100.00%
588	63.64%	100.00%
676	58.33%	100.00%
182	66.67%	100.00%
304	11.11%	100.00%
422	85.71%	100.00%
184	83.33%	100.00%
204	66.67%	100.00%
478	0.00%	0.00%
250	71.43%	100.00%
188	83.33%	100.00%
192	83.33%	100.00%
235	66.67%	100.00%
354	75.00%	100.00%
964	12.90%	100.00%
189	0.00%	0.00%
327	57.14%	100.00%
396	87.50%	100.00%
647	81.82%	100.00%
752	12.50%	100.00%
191	100.00%	100.00%
772	93.33%	100.00%
900	68.18%	100.00%
193	83.33%	100.00%
255	85.71%	100.00%
333	71.43%	100.00%
477	55.56%	100.00%
639	41.67%	100.00%
693	69.23%	100.00%
444	75.00%	100.00%
768	80.00%	100.00%
199	100.00%	100.00%
359	100.00%	100.00%
584	81.82%	100.00%
200	83.33%	100.00%
230	85.71%	100.00%
499	85.71%	100.00%
615	100.00%	100.00%
201	83.33%	100.00%
218	100.00%	100.00%
257	80.00%	100.00%
244	85.71%	100.00%
314	100.00%	100.00%
370	87.50%	100.00%
717	76.92%	100.00%
731	66.67%	100.00%
385	87.50%	100.00%
281	85.71%	100.00%
207	100.00%	100.00%
209	66.67%	100.00%
253	66.67%	100.00%
267	66.67%	100.00%
211	83.33%	100.00%
410	83.33%	100.00%
746	85.71%	100.00%
520	80.00%	100.00%
558	90.00%	100.00%
215	14.29%	100.00%
216	66.67%	100.00%
665	16.67%	100.00%
685	69.23%	100.00%
292	85.71%	100.00%
486	88.89%	100.00%
842	15.00%	100.00%
221	83.33%	100.00%
229	83.33%	100.00%
303	71.43%	100.00%
222	100.00%	100.00%
223	85.71%	100.00%
225	85.71%	100.00%
373	87.50%	100.00%
227	80.00%	100.00%
522	100.00%	100.00%
372	75.00%	100.00%
376	87.50%	100.00%
260	0.00%	0
367	100.00%	100.00%
411	87.50%	100.00%
231	83.33%	100.00%
785	88.24%	100.00%
232	83.33%	100.00%
233	100.00%	100.00%
418	75.00%	100.00%
426	88.89%	100.00%
462	100.00%	100.00%
585	100.00%	100.00%
321	100.00%	100.00%
783	14.29%	100.00%
237	0.00%	0
240	100.00%	100.00%
718	83.33%	100.00%
374	100.00%	100.00%
245	0.00%	0
562	90.00%	100.00%
413	12.50%	100.00%
484	10.00%	100.00%
352	75.00%	100.00%
433	87.50%	100.00%
403	87.50%	100.00%
369	100.00%	100.00%
293	100.00%	100.00%
678	91.67%	100.00%
638	83.33%	100.00%
650	58.33%	100.00%
254	85.71%	100.00%
548	90.00%	100.00%
580	90.00%	100.00%
613	75.00%	100.00%
279	57.14%	100.00%
265	80.00%	100.00%
414	57.14%	100.00%
587	45.45%	100.00%
258	100.00%	100.00%
601	16.67%	100.00%
259	85.71%	100.00%
459	100.00%	100.00%
529	88.89%	100.00%
509	90.00%	100.00%
262	100.00%	100.00%
671	84.62%	100.00%
266	100.00%	100.00%
318	100.00%	100.00%
434	100.00%	100.00%
268	85.71%	100.00%
666	66.67%	100.00%
270	85.71%	100.00%
649	90.00%	100.00%
669	16.67%	100.00%
475	0.00%	0
603	16.67%	100.00%
274	83.33%	100.00%
394	100.00%	100.00%
311	87.50%	100.00%
406	75.00%	100.00%
495	80.00%	100.00%
356	87.50%	100.00%
280	75.00%	100.00%
502	77.78%	100.00%
536	90.00%	100.00%
282	85.71%	100.00%
358	100.00%	100.00%
595	90.91%	100.00%
715	14.29%	100.00%
581	0.00%	0
285	85.71%	100.00%
662	100.00%	100.00%
346	14.29%	100.00%
507	88.89%	100.00%
287	12.50%	100.00%
289	85.71%	100.00%
790	93.33%	100.00%
806	83.33%	100.00%
290	85.71%	100.00%
329	85.71%	100.00%
294	100.00%	100.00%
295	83.33%	100.00%
328	85.71%	100.00%
476	87.50%	100.00%
618	77.78%	100.00%
301	85.71%	100.00%
307	100.00%	100.00%
592	63.64%	100.00%
306	100.00%	100.00%
614	90.91%	100.00%
616	100.00%	100.00%
831	83.33%	100.00%
308	100.00%	100.00%
309	100.00%	100.00%
480	87.50%	100.00%
312	85.71%	100.00%
386	100.00%	100.00%
518	0.00%	0
320	100.00%	100.00%
325	100.00%	100.00%
438	100.00%	100.00%
326	85.71%	100.00%
596	77.78%	100.00%
677	90.00%	100.00%
330	100.00%	100.00%
479	88.89%	100.00%
493	88.89%	100.00%
335	83.33%	100.00%
336	85.71%	100.00%
337	100.00%	100.00%
339	87.50%	100.00%
620	81.82%	100.00%
341	83.33%	100.00%
470	71.43%	100.00%
512	90.00%	100.00%
535	62.50%	100.00%
605	71.43%	100.00%
940	11.11%	75.00%
343	100.00%	100.00%
570	90.00%	100.00%
982	14.71%	100.00%
814	84.21%	100.00%
597	90.00%	100.00%
496	88.89%	100.00%
751	71.43%	100.00%
350	87.50%	100.00%
355	87.50%	100.00%
419	87.50%	100.00%
360	87.50%	100.00%
393	87.50%	100.00%
771	71.43%	100.00%
572	100.00%	100.00%
363	87.50%	100.00%
622	90.91%	100.00%
628	90.91%	100.00%
364	87.50%	100.00%
365	87.50%	100.00%
579	100.00%	100.00%
366	87.50%	100.00%
501	88.89%	100.00%
578	90.91%	100.00%
542	90.00%	100.00%
384	87.50%	100.00%
371	87.50%	100.00%
560	100.00%	100.00%
703	92.31%	100.00%
375	50.00%	100.00%
574	90.00%	100.00%
506	0.00%	0
380	85.71%	100.00%
381	100.00%	100.00%
573	81.82%	100.00%
382	100.00%	100.00%
661	91.67%	100.00%
723	76.92%	100.00%
463	88.89%	100.00%
392	87.50%	100.00%
408	0.00%	0
670	100.00%	100.00%
416	0.00%	0
407	100.00%	100.00%
537	80.00%	100.00%
488	100.00%	100.00%
421	100.00%	100.00%
423	100.00%	100.00%
561	80.00%	100.00%
425	87.50%	100.00%
446	100.00%	100.00%
431	100.00%	100.00%
435	87.50%	100.00%
777	93.75%	100.00%
513	88.89%	100.00%
604	81.82%	100.00%
437	88.89%	100.00%
442	100.00%	100.00%
456	75.00%	100.00%
448	88.89%	100.00%
451	100.00%	100.00%
704	92.31%	100.00%
454	100.00%	100.00%
565	100.00%	100.00%
539	100.00%	100.00%
466	0.00%	0
656	91.67%	100.00%
471	87.50%	100.00%
474	77.78%	100.00%
482	90.00%	100.00%
691	92.31%	100.00%
698	15.38%	100.00%
491	80.00%	100.00%
517	77.78%	100.00%
503	100.00%	100.00%
664	91.67%	100.00%
524	100.00%	100.00%
525	88.89%	100.00%
527	88.89%	100.00%
531	90.00%	100.00%
