-N 1000 -k 15 -maxk 50 -mu 0.3 -om 7 -on 200
P:99.05%	R:52.59%
----------------------------
Node	P	R
979	61.76%	100.00%
981	58.33%	100.00%
982	61.76%	100.00%
28	83.33%	100.00%
602	18.18%	100.00%
29	75.00%	100.00%
84	100.00%	100.00%
393	50.00%	100.00%
782	0.00%	0
30	80.00%	100.00%
502	0.00%	0.00%
607	72.73%	100.00%
728	92.31%	100.00%
869	14.29%	100.00%
952	53.12%	100.00%
31	40.00%	100.00%
125	25.00%	50.00%
226	100.00%	100.00%
412	12.50%	50.00%
786	17.65%	100.00%
995	22.22%	100.00%
996	24.32%	100.00%
32	50.00%	100.00%
136	40.00%	100.00%
283	28.57%	100.00%
377	0.00%	0.00%
651	16.67%	100.00%
775	13.33%	100.00%
826	11.11%	100.00%
891	13.64%	100.00%
33	83.33%	100.00%
555	90.00%	100.00%
34	80.00%	100.00%
648	61.54%	100.00%
750	42.86%	100.00%
868	73.33%	100.00%
914	45.83%	100.00%
923	47.83%	100.00%
35	33.33%	100.00%
128	50.00%	100.00%
213	12.50%	100.00%
304	28.57%	100.00%
727	71.43%	100.00%
945	14.81%	100.00%
953	21.43%	100.00%
36	66.67%	100.00%
334	28.57%	100.00%
442	25.00%	100.00%
910	13.04%	100.00%
37	80.00%	100.00%
56	100.00%	100.00%
381	85.71%	100.00%
384	71.43%	100.00%
583	45.45%	100.00%
951	13.79%	100.00%
38	100.00%	100.00%
484	87.50%	100.00%
743	85.71%	100.00%
837	38.89%	100.00%
907	82.61%	100.00%
919	66.67%	100.00%
988	58.33%	100.00%
345	14.29%	100.00%
40	100.00%	100.00%
649	83.33%	100.00%
667	77.78%	100.00%
815	92.86%	100.00%
830	72.22%	100.00%
993	51.35%	100.00%
41	80.00%	100.00%
290	66.67%	100.00%
488	77.78%	100.00%
572	30.00%	100.00%
679	75.00%	100.00%
748	73.33%	100.00%
42	100.00%	100.00%
198	14.29%	100.00%
338	100.00%	100.00%
627	90.91%	100.00%
772	80.00%	100.00%
794	62.50%	100.00%
970	58.06%	100.00%
43	20.00%	100.00%
482	75.00%	100.00%
691	38.46%	100.00%
886	47.62%	100.00%
932	29.63%	100.00%
974	33.33%	100.00%
44	83.33%	100.00%
471	87.50%	100.00%
489	100.00%	100.00%
689	75.00%	100.00%
721	73.33%	100.00%
890	14.29%	100.00%
336	85.71%	100.00%
472	66.67%	100.00%
483	75.00%	100.00%
516	0.00%	0
46	60.00%	100.00%
380	75.00%	100.00%
440	62.50%	100.00%
505	66.67%	100.00%
718	53.85%	100.00%
876	14.29%	100.00%
47	83.33%	100.00%
499	100.00%	100.00%
662	90.00%	100.00%
858	72.73%	100.00%
906	72.73%	100.00%
926	65.38%	100.00%
947	64.29%	100.00%
48	83.33%	100.00%
231	66.67%	100.00%
582	80.00%	100.00%
699	85.71%	100.00%
804	75.00%	100.00%
851	73.68%	100.00%
902	65.22%	100.00%
49	16.67%	100.00%
631	45.45%	100.00%
903	33.33%	100.00%
933	40.74%	100.00%
958	70.00%	100.00%
50	83.33%	100.00%
586	80.00%	100.00%
611	75.00%	100.00%
904	83.33%	100.00%
962	46.88%	100.00%
998	40.54%	100.00%
51	75.00%	100.00%
219	40.00%	100.00%
247	28.57%	100.00%
832	16.67%	100.00%
901	77.27%	100.00%
52	80.00%	100.00%
671	72.73%	100.00%
688	72.73%	100.00%
810	47.06%	100.00%
53	50.00%	100.00%
66	75.00%	100.00%
89	75.00%	100.00%
117	50.00%	100.00%
238	25.00%	100.00%
831	16.67%	100.00%
833	27.78%	100.00%
54	100.00%	100.00%
565	80.00%	100.00%
723	50.00%	87.50%
900	66.67%	100.00%
940	57.14%	100.00%
55	60.00%	100.00%
106	66.67%	100.00%
251	57.14%	100.00%
486	11.11%	50.00%
848	15.00%	100.00%
61	100.00%	100.00%
133	66.67%	100.00%
181	0.00%	0
271	85.71%	100.00%
506	22.22%	100.00%
67	100.00%	100.00%
214	83.33%	100.00%
58	100.00%	100.00%
591	0.00%	0
664	91.67%	100.00%
706	84.62%	100.00%
922	55.00%	100.00%
59	33.33%	100.00%
236	33.33%	100.00%
352	28.57%	100.00%
435	33.33%	100.00%
733	53.85%	100.00%
757	42.86%	100.00%
816	0.00%	0.00%
984	55.56%	100.00%
60	66.67%	100.00%
261	85.71%	100.00%
337	0.00%	0.00%
677	15.38%	100.00%
344	83.33%	100.00%
62	50.00%	100.00%
137	80.00%	100.00%
144	0.00%	0.00%
268	28.57%	100.00%
301	28.57%	100.00%
676	30.77%	100.00%
63	83.33%	100.00%
912	12.50%	100.00%
64	83.33%	100.00%
496	0.00%	0
533	77.78%	100.00%
570	100.00%	100.00%
913	66.67%	100.00%
65	60.00%	100.00%
121	60.00%	100.00%
266	28.57%	100.00%
413	57.14%	100.00%
528	55.56%	100.00%
683	91.67%	100.00%
954	13.79%	100.00%
221	100.00%	100.00%
68	60.00%	100.00%
109	100.00%	100.00%
601	54.55%	100.00%
801	35.29%	100.00%
950	14.29%	100.00%
997	13.51%	83.33%
69	33.33%	100.00%
437	85.71%	100.00%
644	36.36%	100.00%
70	40.00%	100.00%
99	83.33%	100.00%
507	66.67%	100.00%
584	72.73%	100.00%
642	0.00%	0
777	53.33%	100.00%
798	47.06%	100.00%
71	40.00%	100.00%
288	12.50%	100.00%
510	77.78%	100.00%
647	18.18%	100.00%
838	10.53%	100.00%
878	20.00%	100.00%
964	26.67%	100.00%
72	80.00%	100.00%
401	71.43%	100.00%
908	41.67%	100.00%
73	100.00%	100.00%
427	80.00%	100.00%
501	50.00%	100.00%
541	90.00%	100.00%
549	80.00%	100.00%
725	38.46%	100.00%
74	66.67%	100.00%
396	57.14%	100.00%
443	33.33%	75.00%
778	21.43%	100.00%
75	20.00%	100.00%
284	85.71%	100.00%
324	28.57%	100.00%
420	28.57%	66.67%
682	0.00%	0
704	50.00%	100.00%
875	13.64%	100.00%
983	22.86%	100.00%
76	16.67%	100.00%
257	80.00%	100.00%
537	88.89%	100.00%
693	25.00%	75.00%
77	80.00%	100.00%
365	57.14%	100.00%
921	70.37%	100.00%
78	33.33%	100.00%
282	85.71%	100.00%
362	85.71%	100.00%
892	61.90%	100.00%
924	48.15%	100.00%
79	100.00%	100.00%
436	75.00%	100.00%
497	88.89%	100.00%
857	47.37%	100.00%
80	100.00%	100.00%
477	55.56%	100.00%
544	80.00%	100.00%
597	72.73%	100.00%
603	72.73%	100.00%
616	9.09%	100.00%
81	100.00%	100.00%
374	100.00%	100.00%
863	75.00%	100.00%
82	60.00%	100.00%
308	100.00%	100.00%
83	50.00%	100.00%
274	85.71%	100.00%
500	25.00%	50.00%
740	84.62%	100.00%
85	100.00%	100.00%
930	46.15%	100.00%
86	16.67%	100.00%
744	64.29%	100.00%
762	37.50%	100.00%
881	52.17%	100.00%
87	80.00%	100.00%
211	75.00%	100.00%
227	83.33%	100.00%
925	19.23%	100.00%
88	40.00%	100.00%
122	100.00%	100.00%
434	37.50%	100.00%
453	75.00%	100.00%
784	13.33%	100.00%
819	22.22%	100.00%
258	83.33%	100.00%
90	100.00%	100.00%
451	75.00%	100.00%
476	75.00%	100.00%
547	60.00%	100.00%
573	54.55%	100.00%
91	100.00%	100.00%
867	65.00%	100.00%
474	11.11%	100.00%
552	20.00%	100.00%
766	13.33%	100.00%
780	14.29%	66.67%
93	50.00%	100.00%
351	57.14%	100.00%
395	50.00%	100.00%
454	22.22%	100.00%
971	15.15%	100.00%
94	100.00%	100.00%
862	73.68%	100.00%
95	100.00%	100.00%
592	100.00%	100.00%
915	54.17%	100.00%
956	53.33%	100.00%
96	100.00%	100.00%
358	57.14%	100.00%
379	83.33%	100.00%
459	83.33%	100.00%
491	62.50%	100.00%
575	55.56%	100.00%
726	15.38%	100.00%
97	66.67%	100.00%
812	6.25%	100.00%
98	0.00%	0
621	50.00%	100.00%
828	58.82%	100.00%
916	32.00%	100.00%
802	81.25%	100.00%
850	61.90%	100.00%
939	60.71%	100.00%
100	16.67%	100.00%
339	50.00%	100.00%
870	42.86%	100.00%
101	50.00%	100.00%
307	50.00%	100.00%
629	100.00%	100.00%
102	20.00%	100.00%
614	70.00%	100.00%
103	28.57%	100.00%
415	28.57%	100.00%
581	45.45%	100.00%
640	40.00%	100.00%
944	67.86%	100.00%
104	100.00%	100.00%
460	88.89%	100.00%
105	40.00%	66.67%
173	71.43%	100.00%
295	62.50%	100.00%
386	62.50%	100.00%
508	55.56%	100.00%
630	63.64%	100.00%
654	50.00%	100.00%
107	83.33%	100.00%
108	100.00%	100.00%
190	16.67%	100.00%
323	71.43%	100.00%
527	62.50%	100.00%
594	63.64%	100.00%
698	41.67%	100.00%
844	36.84%	87.50%
242	66.67%	100.00%
110	40.00%	100.00%
545	0.00%	0.00%
959	35.48%	100.00%
992	11.76%	100.00%
111	100.00%	100.00%
255	100.00%	100.00%
292	100.00%	100.00%
430	77.78%	100.00%
561	80.00%	100.00%
112	83.33%	100.00%
813	75.00%	100.00%
113	83.33%	100.00%
464	62.50%	100.00%
114	100.00%	100.00%
314	75.00%	100.00%
467	75.00%	100.00%
625	54.55%	100.00%
628	46.15%	100.00%
927	33.33%	90.00%
115	16.67%	100.00%
760	80.00%	100.00%
116	33.33%	100.00%
610	30.00%	75.00%
871	35.00%	100.00%
934	14.81%	100.00%
931	3.85%	33.33%
118	0.00%	0.00%
918	36.00%	100.00%
119	60.00%	100.00%
126	80.00%	100.00%
567	60.00%	100.00%
720	53.85%	100.00%
120	100.00%	100.00%
495	100.00%	100.00%
543	77.78%	100.00%
672	81.82%	100.00%
697	75.00%	100.00%
790	46.67%	100.00%
716	14.29%	100.00%
829	16.67%	100.00%
854	57.89%	100.00%
241	83.33%	100.00%
139	80.00%	100.00%
713	14.29%	100.00%
124	100.00%	100.00%
376	42.86%	100.00%
425	25.00%	100.00%
729	76.92%	100.00%
392	50.00%	100.00%
421	88.89%	100.00%
822	47.37%	100.00%
928	37.04%	100.00%
127	66.67%	100.00%
205	83.33%	100.00%
814	64.71%	100.00%
917	48.00%	100.00%
936	40.74%	100.00%
129	80.00%	100.00%
262	40.00%	100.00%
764	90.91%	100.00%
130	100.00%	100.00%
203	85.71%	100.00%
131	0.00%	0
132	14.29%	100.00%
250	28.57%	100.00%
626	41.67%	100.00%
872	13.64%	75.00%
134	50.00%	100.00%
135	60.00%	100.00%
228	14.29%	100.00%
692	81.82%	100.00%
138	100.00%	100.00%
512	20.00%	100.00%
560	60.00%	85.71%
754	14.29%	100.00%
809	16.67%	100.00%
732	71.43%	100.00%
770	68.75%	100.00%
313	50.00%	100.00%
394	87.50%	100.00%
140	100.00%	100.00%
208	66.67%	100.00%
532	55.56%	100.00%
542	50.00%	100.00%
141	80.00%	100.00%
142	80.00%	100.00%
350	50.00%	100.00%
382	66.67%	100.00%
143	0.00%	0.00%
406	0.00%	0.00%
446	50.00%	100.00%
513	37.50%	100.00%
145	100.00%	100.00%
681	63.64%	100.00%
808	52.94%	90.00%
146	100.00%	100.00%
588	50.00%	100.00%
661	54.55%	100.00%
736	35.71%	100.00%
779	40.00%	100.00%
147	100.00%	100.00%
417	75.00%	100.00%
480	75.00%	100.00%
538	20.00%	100.00%
634	72.73%	100.00%
670	66.67%	100.00%
148	0.00%	0.00%
517	22.22%	100.00%
605	18.18%	100.00%
753	6.67%	100.00%
149	16.67%	100.00%
167	83.33%	100.00%
450	50.00%	100.00%
849	15.00%	100.00%
150	66.67%	100.00%
432	100.00%	100.00%
151	20.00%	100.00%
152	80.00%	100.00%
153	14.29%	100.00%
842	44.44%	100.00%
846	63.16%	100.00%
154	14.29%	100.00%
738	0.00%	0.00%
758	28.57%	100.00%
865	75.00%	100.00%
155	100.00%	100.00%
669	91.67%	100.00%
156	83.33%	100.00%
232	14.29%	100.00%
157	100.00%	100.00%
949	85.00%	100.00%
999	13.89%	100.00%
158	66.67%	100.00%
175	40.00%	100.00%
938	14.81%	100.00%
159	83.33%	100.00%
161	100.00%	100.00%
311	62.50%	100.00%
356	71.43%	100.00%
787	43.75%	100.00%
160	100.00%	100.00%
187	16.67%	100.00%
217	66.67%	100.00%
481	62.50%	100.00%
162	83.33%	100.00%
163	83.33%	100.00%
164	14.29%	100.00%
165	14.29%	100.00%
186	40.00%	100.00%
256	20.00%	100.00%
563	0.00%	0.00%
755	42.86%	100.00%
166	83.33%	100.00%
674	88.89%	100.00%
920	16.00%	100.00%
168	100.00%	100.00%
652	90.00%	100.00%
169	66.67%	100.00%
349	83.33%	100.00%
880	15.79%	100.00%
170	0.00%	0.00%
408	25.00%	100.00%
608	0.00%	0.00%
843	15.00%	75.00%
171	83.33%	100.00%
297	85.71%	100.00%
576	90.00%	100.00%
172	100.00%	100.00%
309	85.71%	100.00%
317	85.71%	100.00%
429	87.50%	100.00%
659	16.67%	100.00%
174	85.71%	100.00%
383	100.00%	100.00%
524	37.50%	100.00%
650	36.36%	100.00%
177	100.00%	100.00%
263	100.00%	100.00%
348	14.29%	100.00%
905	90.48%	100.00%
985	18.75%	100.00%
553	0.00%	0
593	18.18%	100.00%
663	81.82%	100.00%
180	83.33%	100.00%
657	88.89%	100.00%
722	92.31%	100.00%
821	17.65%	100.00%
182	85.71%	100.00%
183	16.67%	100.00%
445	0.00%	0
455	12.50%	100.00%
668	8.33%	100.00%
793	46.67%	100.00%
827	76.47%	100.00%
184	80.00%	100.00%
478	87.50%	100.00%
520	80.00%	100.00%
840	83.33%	100.00%
185	14.29%	100.00%
264	85.71%	100.00%
673	50.00%	100.00%
188	83.33%	100.00%
856	75.00%	100.00%
961	20.00%	100.00%
189	100.00%	100.00%
571	87.50%	100.00%
191	100.00%	100.00%
192	71.43%	100.00%
340	50.00%	100.00%
360	50.00%	100.00%
367	100.00%	100.00%
426	77.78%	100.00%
193	100.00%	100.00%
194	83.33%	100.00%
212	83.33%	100.00%
399	71.43%	100.00%
509	55.56%	100.00%
195	100.00%	100.00%
781	86.67%	100.00%
196	83.33%	100.00%
705	77.78%	100.00%
730	77.78%	87.50%
768	72.73%	100.00%
818	72.73%	100.00%
835	53.33%	88.89%
889	5.00%	50.00%
197	83.33%	100.00%
341	0.00%	0.00%
359	85.71%	100.00%
803	77.78%	100.00%
199	50.00%	100.00%
229	25.00%	100.00%
550	54.55%	100.00%
756	80.00%	100.00%
200	100.00%	100.00%
285	71.43%	100.00%
397	12.50%	100.00%
457	66.67%	100.00%
797	76.47%	100.00%
201	83.33%	100.00%
202	100.00%	100.00%
595	70.00%	100.00%
741	71.43%	100.00%
204	100.00%	100.00%
237	83.33%	100.00%
329	71.43%	100.00%
366	83.33%	100.00%
444	11.11%	100.00%
789	87.50%	100.00%
207	83.33%	100.00%
209	83.33%	100.00%
752	84.62%	100.00%
210	0.00%	0.00%
245	0.00%	0.00%
316	60.00%	100.00%
342	50.00%	100.00%
559	90.00%	100.00%
577	80.00%	100.00%
468	0.00%	0.00%
215	16.67%	100.00%
737	50.00%	100.00%
620	20.00%	100.00%
218	83.33%	100.00%
248	33.33%	100.00%
220	14.29%	100.00%
279	16.67%	100.00%
319	40.00%	100.00%
452	50.00%	100.00%
617	90.91%	100.00%
724	85.71%	100.00%
883	55.00%	100.00%
222	66.67%	100.00%
773	73.33%	100.00%
223	14.29%	100.00%
534	55.56%	100.00%
225	85.71%	100.00%
596	81.82%	100.00%
690	75.00%	100.00%
788	56.25%	100.00%
888	85.71%	100.00%
332	28.57%	100.00%
411	87.50%	100.00%
466	62.50%	100.00%
230	83.33%	100.00%
515	11.11%	100.00%
566	60.00%	100.00%
898	85.71%	100.00%
233	83.33%	100.00%
646	77.78%	100.00%
234	16.67%	100.00%
278	66.67%	100.00%
861	14.29%	100.00%
612	20.00%	100.00%
519	11.11%	100.00%
240	14.29%	50.00%
294	71.43%	100.00%
658	87.50%	100.00%
407	87.50%	100.00%
711	92.31%	100.00%
244	66.67%	100.00%
325	50.00%	100.00%
246	83.33%	100.00%
272	100.00%	100.00%
622	75.00%	100.00%
774	12.50%	100.00%
249	100.00%	100.00%
403	75.00%	100.00%
841	17.65%	100.00%
855	15.00%	100.00%
252	50.00%	100.00%
422	12.50%	100.00%
894	13.04%	100.00%
253	100.00%	100.00%
438	83.33%	100.00%
879	88.89%	100.00%
598	20.00%	100.00%
709	53.85%	100.00%
433	11.11%	100.00%
776	0.00%	0
493	11.11%	100.00%
259	83.33%	100.00%
494	60.00%	100.00%
589	54.55%	100.00%
260	14.29%	100.00%
318	16.67%	100.00%
353	71.43%	100.00%
707	61.54%	100.00%
521	88.89%	100.00%
306	66.67%	100.00%
765	12.50%	100.00%
267	14.29%	100.00%
448	57.14%	100.00%
811	12.50%	100.00%
326	83.33%	100.00%
270	28.57%	100.00%
273	85.71%	100.00%
745	90.91%	100.00%
639	41.67%	100.00%
276	0.00%	0.00%
277	83.33%	100.00%
523	90.00%	100.00%
579	60.00%	100.00%
281	57.14%	100.00%
390	75.00%	100.00%
714	15.38%	100.00%
404	87.50%	100.00%
286	100.00%	100.00%
735	85.71%	100.00%
287	100.00%	100.00%
378	100.00%	100.00%
687	69.23%	100.00%
289	71.43%	100.00%
385	100.00%	100.00%
363	66.67%	100.00%
291	0.00%	0
487	87.50%	100.00%
293	14.29%	100.00%
310	71.43%	100.00%
405	75.00%	100.00%
424	62.50%	100.00%
409	75.00%	100.00%
302	42.86%	100.00%
686	90.91%	100.00%
298	85.71%	100.00%
299	85.71%	100.00%
300	83.33%	100.00%
540	72.73%	100.00%
387	100.00%	100.00%
303	85.71%	100.00%
643	18.18%	100.00%
315	71.43%	100.00%
675	75.00%	100.00%
909	12.00%	100.00%
685	8.33%	50.00%
749	78.57%	100.00%
761	93.33%	100.00%
469	87.50%	100.00%
321	14.29%	100.00%
485	28.57%	100.00%
322	16.67%	50.00%
465	0.00%	0.00%
800	11.76%	100.00%
449	25.00%	100.00%
456	0.00%	0.00%
327	100.00%	100.00%
402	85.71%	100.00%
431	100.00%	100.00%
328	100.00%	100.00%
419	25.00%	100.00%
632	77.78%	100.00%
331	71.43%	100.00%
333	66.67%	100.00%
335	100.00%	100.00%
343	85.71%	100.00%
475	75.00%	100.00%
653	66.67%	100.00%
746	40.00%	100.00%
624	50.00%	100.00%
461	0.00%	0
347	100.00%	100.00%
619	20.00%	100.00%
355	85.71%	100.00%
357	85.71%	100.00%
511	0.00%	0
526	66.67%	100.00%
548	20.00%	100.00%
361	100.00%	100.00%
462	85.71%	100.00%
860	15.79%	100.00%
368	87.50%	100.00%
370	75.00%	100.00%
373	85.71%	100.00%
696	50.00%	100.00%
388	62.50%	100.00%
539	66.67%	100.00%
522	22.22%	100.00%
568	90.00%	100.00%
463	100.00%	100.00%
490	22.22%	100.00%
410	87.50%	100.00%
557	100.00%	100.00%
799	90.91%	100.00%
834	93.33%	100.00%
414	75.00%	100.00%
416	0.00%	0.00%
599	90.91%	100.00%
660	36.36%	100.00%
623	18.18%	100.00%
613	90.00%	100.00%
428	88.89%	100.00%
606	90.91%	100.00%
739	15.38%	100.00%
441	22.22%	100.00%
551	45.45%	100.00%
504	55.56%	100.00%
458	75.00%	100.00%
473	88.89%	100.00%
525	88.89%	100.00%
638	7.69%	100.00%
747	85.71%	100.00%
655	90.91%	100.00%
694	84.62%	100.00%
817	85.71%	100.00%
514	100.00%	100.00%
536	88.89%	100.00%
702	85.71%	100.00%
529	88.89%	100.00%
535	88.89%	100.00%
645	90.91%	100.00%
546	90.00%	100.00%
680	84.62%	100.00%
708	84.62%	100.00%
564	90.00%	100.00%
574	90.00%	100.00%
666	87.50%	100.00%
635	90.91%	100.00%
641	83.33%	100.00%
